review_id	pair_key	pair_label_canonical	final_class	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
M20A-LIANA-REMAINING-0160	il10 il10ra_il10rb	Il10 Il10ra_il10rb	low_evidence	https://pubmed.ncbi.nlm.nih.gov/16982608/;https://pubmed.ncbi.nlm.nih.gov/16364239/;https://pubmed.ncbi.nlm.nih.gov/20462497/	recombinant/cellular class-II cytokine receptor systems; species-specific constructs vary	 direct_binding; receptor-complex assembly	IL-10 binds IL-10R1/IL10RA first and then engages the IL-10R2/IL10RB common chain; SPR and receptor-complex studies resolve the ternary signaling complex and its assembly.	The submitted receptor is a composite IL10RA+IL10RB complex, not IL10RB alone; IL10RB is shared by other class-II cytokines and the exact stoichiometry/construct species varies by study.	Composite receptor scope verified; no subunit substitution made. Candidate audit verdict=approve_candidate.
M20A-LIANA-REMAINING-0161	il17b il17rb	Il17b Il17rb	low_evidence	https://pubmed.ncbi.nlm.nih.gov/23851503/;https://pubmed.ncbi.nlm.nih.gov/25732306/;https://pubmed.ncbi.nlm.nih.gov/30770417/;https://pubmed.ncbi.nlm.nih.gov/42214769/	human cancer/immune cells and mouse xenograft/functional systems	 receptor-dependent function; receptor-complex activation	Recombinant or endogenous IL-17B activated IL-17RB-dependent oncogenic/inflammatory responses, and neutralizing IL-17RB or receptor loss reduced the phenotype; human immune work also requires IL-17RA plus IL-17RB.	This is primarily receptor-dependent signaling rather than isolated ligand-binding kinetics, and IL17RB is often a receptor-complex subunit with IL17RA; species and disease context vary.	Exact pair is real but retained low for receptor-complex and directness limits; recent submitted records were not treated as sole evidence. Candidate audit verdict=retain_low.
M20A-LIANA-REMAINING-0162	il17c il17ra_il17re	Il17c Il17ra_il17re	no_evidence	https://pubmed.ncbi.nlm.nih.gov/39875232/;https://pubmed.ncbi.nlm.nih.gov/31372022/;https://pubmed.ncbi.nlm.nih.gov/30661290/	human clinical/review systems	no exact-pair assay	The cited records are an IL-17 family review and brodalumab clinical/pharmacokinetic papers; they discuss IL17RA blockade or family members but do not test IL17C with the IL17RA/IL17RE complex.	No direct binding, reconstituted complex, or receptor-dependent IL17C assay was located in the cited records.	Search and review leads were not treated as primary evidence; family-level IL17RA statements do not validate this exact complex. Candidate audit verdict=no_evidence.
M20A-LIANA-REMAINING-0163	il19 il20ra_il20rb	Il19 Il20ra_il20rb	no_evidence	https://pubmed.ncbi.nlm.nih.gov/29436412/;https://pubmed.ncbi.nlm.nih.gov/28932356/;https://pubmed.ncbi.nlm.nih.gov/25794104/	mouse	contextual expression/function only	The mouse microglia paper reports IL19 receptor heterodimer expression and IL19 treatment, but the cited cardiac paper reports receptor isoform expression and the other paper concerns IL24 expression; none provides direct IL19 binding or receptor-dependent testing of IL20RA/IL20RB.	The receptor pair is biologically plausible, but the submitted source set lacks an exact-pair assay.	No approval from co-clustered cytokine genes or receptor expression. Candidate audit verdict=no_evidence.
M20A-LIANA-REMAINING-0164	il1a il1r1_il1rap	Il1a Il1r1_il1rap	no_evidence	https://pubmed.ncbi.nlm.nih.gov/42031999/;https://pubmed.ncbi.nlm.nih.gov/38225348/;https://pubmed.ncbi.nlm.nih.gov/34919894/	bovine; human	no exact-pair assay	The cited papers concern cannabinoid receptor 2 pharmacology, IL1A nuclear import by importin alpha, and plasma cytokine associations; none tests IL1A with IL1R1/IL1RAP.	No receptor binding, receptor-complex activation, or receptor-dependent function for the submitted pair.	Importin-alpha binding and cytokine abundance are unrelated to IL1 receptor engagement. Candidate audit verdict=no_evidence.
M20A-LIANA-REMAINING-0165	il1b il1r1_il1rap	Il1b Il1r1_il1rap	no_evidence	https://pubmed.ncbi.nlm.nih.gov/42565029/;https://pubmed.ncbi.nlm.nih.gov/42401226/;https://pubmed.ncbi.nlm.nih.gov/41637922/	human review; quail; rat	no exact-pair assay	The cited records concern tocotrienol review, T-2 toxin neurotoxicity in quail, and tapentadol hepatotoxicity; IL1B is only a downstream inflammatory readout and the IL1R1/IL1RAP complex is not tested.	No direct or receptor-dependent evidence for IL1B–IL1R1/IL1RAP.	Downstream cytokine measurement was not transferred to receptor-pair evidence. Candidate audit verdict=no_evidence.
M20A-LIANA-REMAINING-0166	il20 il20ra_il20rb	Il20 Il20ra_il20rb	low_evidence	https://pubmed.ncbi.nlm.nih.gov/22802649/	human recombinant structural system	direct structural binding; receptor-complex activation	The crystal structure directly resolves IL20 bound to the IL20RA/IL20RB (IL20R1/IL20R2) type-I receptor complex and describes affinity-tuned signaling through the shared complex.	The evidence uses recombinant extracellular domains and does not establish tissue-specific SCI relevance.	Exact ligand, both receptor chains, and complex scope are all represented in the primary source. Candidate audit verdict=approve_candidate.
M20A-LIANA-REMAINING-0167	il24 il20ra_il20rb	Il24 Il20ra_il20rb	no_evidence	https://pubmed.ncbi.nlm.nih.gov/32246006/;https://pubmed.ncbi.nlm.nih.gov/29436412/;https://pubmed.ncbi.nlm.nih.gov/25351727/	human; mouse	contextual expression/function only	The cited melanoma transcriptomic, macrophage/NK expression, and Chikungunya neuroinfection papers do not test IL24 binding or activation of the IL20RA/IL20RB complex.	No exact-pair binding, reconstitution, or receptor-dependent assay in the cited records.	IL24 family biology and receptor expression were insufficient for approval. Candidate audit verdict=no_evidence.
M20A-LIANA-REMAINING-0168	il25 il17ra_il17rb	Il25 Il17ra_il17rb	no_evidence	https://pubmed.ncbi.nlm.nih.gov/39875232/;https://pubmed.ncbi.nlm.nih.gov/37524666/;https://pubmed.ncbi.nlm.nih.gov/33968043/	human; mouse	contextual receptor expression/function only	The CLL paper uses recombinant IL25 and measures IL17RB expression/viability, while the other cited records are a family review and a rhinovirus inflammation model; none directly establishes IL25 signaling through the complete IL17RA/IL17RB complex.	IL17RB expression and disease inflammation do not demonstrate receptor-complex engagement or chain scope.	The submitted heterodimer was not directly assayed. Candidate audit verdict=no_evidence.
M20A-LIANA-REMAINING-0169	inhbc acvr1b_acvr2a	Inhbc Acvr1b_acvr2a	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=inhbc+acvr1b_acvr2a;https://pubmed.ncbi.nlm.nih.gov/15039147/;https://pubmed.ncbi.nlm.nih.gov/12960042/;https://europepmc.org/search?query=inhbc+acvr1b_acvr2a;https://europepmc.org/article/MED/15039147;https://europepmc.org/article/MED/12960042	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=inhbc,INHBC,inhibin beta C; receptor_aliases=acvr1b acvr2a,ACVR1B ACVR2A,alpha beta,heterodimer,alphaacvr1b betaacvr2a; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0170	inhbc acvr1b_acvr2b	Inhbc Acvr1b_acvr2b	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=inhbc+acvr1b_acvr2b;https://pubmed.ncbi.nlm.nih.gov/15039147/;https://pubmed.ncbi.nlm.nih.gov/12960042/;https://europepmc.org/search?query=inhbc+acvr1b_acvr2b;https://europepmc.org/article/MED/15039147;https://europepmc.org/article/MED/12960042	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=inhbc,INHBC,inhibin beta C; receptor_aliases=acvr1b acvr2b,ACVR1B ACVR2B,alpha beta,heterodimer,alphaacvr1b betaacvr2b; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0171	inhbc acvr1c_acvr2a	Inhbc Acvr1c_acvr2a	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=inhbc+acvr1c_acvr2a;https://pubmed.ncbi.nlm.nih.gov/15039147/;https://pubmed.ncbi.nlm.nih.gov/12960042/;https://europepmc.org/search?query=inhbc+acvr1c_acvr2a;https://europepmc.org/article/MED/15039147;https://europepmc.org/article/MED/12960042	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=inhbc,INHBC,inhibin beta C; receptor_aliases=acvr1c acvr2a,ACVR1C ACVR2A,alpha beta,heterodimer,alphaacvr1c betaacvr2a; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0172	inhbc acvr1c_acvr2b	Inhbc Acvr1c_acvr2b	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=inhbc+acvr1c_acvr2b;https://pubmed.ncbi.nlm.nih.gov/15039147/;https://pubmed.ncbi.nlm.nih.gov/12960042/;https://europepmc.org/search?query=inhbc+acvr1c_acvr2b;https://europepmc.org/article/MED/15039147;https://europepmc.org/article/MED/12960042	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=inhbc,INHBC,inhibin beta C; receptor_aliases=acvr1c acvr2b,ACVR1C ACVR2B,alpha beta,heterodimer,alphaacvr1c betaacvr2b; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0173	inhbe acvr1b_acvr2a	Inhbe Acvr1b_acvr2a	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=inhbe+acvr1b_acvr2a;https://europepmc.org/search?query=inhbe+acvr1b_acvr2a	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=inhbe,INHBE,inhibin beta E; receptor_aliases=acvr1b acvr2a,ACVR1B ACVR2A,alpha beta,heterodimer,alphaacvr1b betaacvr2a; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
M20A-LIANA-REMAINING-0174	inhbe acvr1b_acvr2b	Inhbe Acvr1b_acvr2b	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=inhbe+acvr1b_acvr2b;https://europepmc.org/search?query=inhbe+acvr1b_acvr2b	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=inhbe,INHBE,inhibin beta E; receptor_aliases=acvr1b acvr2b,ACVR1B ACVR2B,alpha beta,heterodimer,alphaacvr1b betaacvr2b; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.
