edge_id	source_entity	relation_type	target_entity	pathway_name	effect_polarity	directionality	upstream_feature_context	receptor_or_adhesion_context	cell_type_context	compartment_context	species_context	injury_context	evidence_layer	evidence_status	context_scope	confidence_tier	export_priority	curator_decision
M23A-E641	Laminin alpha2 short-arm/domain VI	binds	ITGA2:ITGB1 (alpha2beta1)	LAMA2 domain-VI–alpha2beta1 recognition	activating	directed	Laminin alpha2 short-arm/domain VI source/feature	ITGA2:ITGB1 (alpha2beta1)	recombinant laminin-alpha2 short-arm fragments and fibrosarcoma cells	cell surface/adhesion or signaling compartment	human; mouse comparator	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E642	Laminin alpha2 short-arm/domain VI	supports	ITGA2:ITGB1 (alpha2beta1)	alpha2beta1-mediated adhesion and neurite outgrowth	activating	directed	Laminin alpha2 short-arm/domain VI source/feature	ITGA2:ITGB1 (alpha2beta1)	fibrosarcoma and neural-cell adhesion systems	cell surface/adhesion or signaling compartment	human; mouse comparator	non-SCI comparator; no SCI transfer	downstream_pathway_function	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E643	Laminin-2 (LAMA2-containing)	activates	ITGA3:ITGB1 (alpha3beta1)	laminin-2–alpha3beta1–EGFR/Src–ERK relay	activating	directed	Laminin-2 (LAMA2-containing) source/feature	ITGA3:ITGB1 (alpha3beta1)	HC0597 conjunctival epithelial cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	receptor_proximal_relay	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E644	Laminin-2 (LAMA2-containing)	supports	ITGA3:ITGB1 (alpha3beta1)	alpha3beta1–ERK/Akt–epithelial proliferation	activating	directed	Laminin-2 (LAMA2-containing) source/feature	ITGA3:ITGB1 (alpha3beta1)	HC0597 conjunctival epithelial cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	downstream_pathway_function	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E645	Laminin-2/211	binds	ITGA6:ITGB1 (alpha6beta1)	laminin-2/211–alpha6beta1 adhesion	activating	directed	Laminin-2/211 source/feature	ITGA6:ITGB1 (alpha6beta1)	purified laminin isoforms and integrin preparations	cell surface/adhesion or signaling compartment	human; mouse comparator	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E646	Laminin-211	supports	ITGA6:ITGB1 (alpha6beta1)	alpha6beta1–Schwann-cell adhesion/myelination context	activating	directed	Laminin-211 source/feature	ITGA6:ITGB1 (alpha6beta1)	Schwann cells and DRG cultures	cell surface/adhesion or signaling compartment	human; mouse	non-SCI comparator; no SCI transfer	downstream_pathway_function	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E647	Laminin-211/221	binds	ITGA7:ITGB1 (alpha7beta1)	beta2-laminin–alpha7X2beta1 recognition	activating	directed	Laminin-211/221 source/feature	ITGA7:ITGB1 (alpha7beta1)	recombinant laminin-211/221 and alpha7 integrin variants	cell surface/adhesion or signaling compartment	human; mouse; recombinant	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E648	Laminin-211	supports	ITGA7:ITGB1 (alpha7beta1)	alpha7beta1–Schwann/peripheral-nerve adhesion	activating	directed	Laminin-211 source/feature	ITGA7:ITGB1 (alpha7beta1)	Schwann cells and peripheral-nerve laminin systems	cell surface/adhesion or signaling compartment	mouse; human	non-SCI comparator; no SCI transfer	downstream_pathway_function	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E649	Laminin-332 (LAMA3-containing)	modulates	ITGA2:ITGB1 (alpha2beta1)	laminin-332–alpha2beta1 epithelial migration	activating	directed	Laminin-332 (LAMA3-containing) source/feature	ITGA2:ITGB1 (alpha2beta1)	keratinocyte/epithelial cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	receptor_proximal_relay	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E650	Laminin-332 (LAMA3-containing)	supports	ITGA2:ITGB1 (alpha2beta1)	alpha2beta1–epithelial adhesion/migration	activating	directed	Laminin-332 (LAMA3-containing) source/feature	ITGA2:ITGB1 (alpha2beta1)	keratinocytes	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	downstream_pathway_function	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E651	Laminin-332 (LAMA3-containing)	binds	ITGA3:ITGB1 (alpha3beta1)	laminin-332–alpha3beta1 focal-adhesion branch	activating	directed	Laminin-332 (LAMA3-containing) source/feature	ITGA3:ITGB1 (alpha3beta1)	recombinant mini-laminin-332 and epithelial cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E652	Laminin-332 (LAMA3-containing)	supports	ITGA3:ITGB1 (alpha3beta1)	alpha3beta1–FAK/ERK–epithelial migration	activating	directed	Laminin-332 (LAMA3-containing) source/feature	ITGA3:ITGB1 (alpha3beta1)	epithelial/keratinocyte cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	downstream_pathway_function	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E653	Laminin-332 (LAMA3/LAMB3/LAMC2)	binds	ITGA6:ITGB4 (alpha6beta4)	laminin-332–alpha6beta4 hemidesmosome complex	activating	directed	Laminin-332 (LAMA3/LAMB3/LAMC2) source/feature	ITGA6:ITGB4 (alpha6beta4)	keratinocytes and laminin-332 matrix	cell surface/adhesion or signaling compartment	human; mouse	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E654	Laminin-332 (LAMA3/LAMB3/LAMC2)	modulates	ITGA6:ITGB4 (alpha6beta4)	alpha6beta4 hemidesmosome–EGFR/FAK/ERK–NF-kB context	activating	directed	Laminin-332 (LAMA3/LAMB3/LAMC2) source/feature	ITGA6:ITGB4 (alpha6beta4)	keratinocyte and epithelial models	cell surface/adhesion or signaling compartment	mouse; human	non-SCI comparator; no SCI transfer	receptor_proximal_relay	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E655	Laminin-411 (LAMA4-containing)	binds	ITGA3:ITGB1 (alpha3beta1)	laminin-411–alpha3beta1 endothelial/epithelial adhesion	activating	directed	Laminin-411 (LAMA4-containing) source/feature	ITGA3:ITGB1 (alpha3beta1)	purified laminin-411 and K562 alpha3beta1 cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E656	Laminin-411 (LAMA4-containing)	binds	ITGA6:ITGB1 (alpha6beta1)	laminin-411–alpha6beta1 adhesion	activating	directed	Laminin-411 (LAMA4-containing) source/feature	ITGA6:ITGB1 (alpha6beta1)	purified laminin-411 and alpha6beta1-expressing cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E657	Laminin-411 (LAMA4-containing)	binds	ITGA7:ITGB1 (alpha7beta1)	laminin-411–alpha7beta1 laminin recognition	activating	directed	Laminin-411 (LAMA4-containing) source/feature	ITGA7:ITGB1 (alpha7beta1)	recombinant laminin isoforms and alpha7 integrin variants	cell surface/adhesion or signaling compartment	human; mouse comparator	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E658	Laminin-511 (LAMA5-containing)	binds	DAG1 alpha-dystroglycan	laminin-511–dystroglycan anchorage	activating	directed	Laminin-511 (LAMA5-containing) source/feature	DAG1 alpha-dystroglycan	recombinant laminin-10/511 LG domains and dystroglycan	cell surface/adhesion or signaling compartment	human; mouse comparator	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E659	Laminin-511/521 (LAMA5-containing)	binds	ITGA3:ITGB1 (alpha3beta1)	laminin-511/521–alpha3beta1 recognition	activating	directed	Laminin-511/521 (LAMA5-containing) source/feature	ITGA3:ITGB1 (alpha3beta1)	purified laminin-10/11 and alpha3beta1	cell surface/adhesion or signaling compartment	human; recombinant	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E660	Laminin-511/521 (LAMA5-containing)	binds	ITGA6:ITGB4 (alpha6beta4)	laminin-511/521–alpha6beta4 recognition	activating	directed	Laminin-511/521 (LAMA5-containing) source/feature	ITGA6:ITGB4 (alpha6beta4)	purified laminin isoforms and alpha6beta4	cell surface/adhesion or signaling compartment	human; recombinant	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E661	Laminin-511/521 (LAMB1-containing)	binds	ITGA3:ITGB1 (alpha3beta1)	beta1-laminin–alpha3beta1 recognition	activating	directed	Laminin-511/521 (LAMB1-containing) source/feature	ITGA3:ITGB1 (alpha3beta1)	purified laminin-511 and alpha3beta1	cell surface/adhesion or signaling compartment	human; recombinant	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E662	Laminin-511 (LAMB1-containing)	binds	ITGA6:ITGB1 (alpha6beta1)	laminin-511–alpha6beta1 recognition	activating	directed	Laminin-511 (LAMB1-containing) source/feature	ITGA6:ITGB1 (alpha6beta1)	purified laminin-10/11 and alpha6beta1	cell surface/adhesion or signaling compartment	human; recombinant	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E663	Laminin-511/521 (LAMB1-containing)	binds	ITGA6:ITGB4 (alpha6beta4)	laminin-511/521–alpha6beta4 recognition	activating	directed	Laminin-511/521 (LAMB1-containing) source/feature	ITGA6:ITGB4 (alpha6beta4)	purified laminin isoforms and alpha6beta4	cell surface/adhesion or signaling compartment	human; recombinant	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E664	Laminin-521 (LAMB2-containing)	binds	ITGA3:ITGB1 (alpha3beta1)	beta2-laminin–alpha3beta1 enhanced recognition	activating	directed	Laminin-521 (LAMB2-containing) source/feature	ITGA3:ITGB1 (alpha3beta1)	purified laminin-511/521 and alpha3beta1	cell surface/adhesion or signaling compartment	human; recombinant	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E665	Laminin-521 (LAMB2-containing)	binds	ITGA6:ITGB4 (alpha6beta4)	laminin-521–alpha6beta4 recognition	activating	directed	Laminin-521 (LAMB2-containing) source/feature	ITGA6:ITGB4 (alpha6beta4)	purified laminin-511/521 and alpha6beta4	cell surface/adhesion or signaling compartment	human; recombinant	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E666	Laminin-332 (LAMB3-containing)	binds	ITGA2:ITGB1 (alpha2beta1)	laminin-332–alpha2beta1 epithelial adhesion	activating	directed	Laminin-332 (LAMB3-containing) source/feature	ITGA2:ITGB1 (alpha2beta1)	keratinocytes and epithelial cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E667	Laminin-332 (LAMB3-containing)	binds	ITGA3:ITGB1 (alpha3beta1)	laminin-332–alpha3beta1 focal adhesion	activating	directed	Laminin-332 (LAMB3-containing) source/feature	ITGA3:ITGB1 (alpha3beta1)	purified laminin-5/332 and epithelial cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E668	Laminin-511/332 (LAMC1-containing)	binds	ITGA3:ITGB1 (alpha3beta1)	laminin gamma1-containing isoform–alpha3beta1 recognition	activating	directed	Laminin-511/332 (LAMC1-containing) source/feature	ITGA3:ITGB1 (alpha3beta1)	purified laminin isoforms and alpha3beta1	cell surface/adhesion or signaling compartment	human; recombinant	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E669	Laminin-511/332 (LAMC1-containing)	binds	ITGA6:ITGB1 (alpha6beta1)	laminin gamma1-containing isoform–alpha6beta1 recognition	activating	directed	Laminin-511/332 (LAMC1-containing) source/feature	ITGA6:ITGB1 (alpha6beta1)	purified laminin isoforms and alpha6beta1	cell surface/adhesion or signaling compartment	human; recombinant	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium-high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E670	Laminin-332 (LAMC1-containing)	binds	ITGA6:ITGB4 (alpha6beta4)	laminin-332–alpha6beta4 hemidesmosome branch	activating	directed	Laminin-332 (LAMC1-containing) source/feature	ITGA6:ITGB4 (alpha6beta4)	keratinocytes	cell surface/adhesion or signaling compartment	human; mouse	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E671	Laminin-332 (LAMC2-containing)	binds	ITGA2:ITGB1 (alpha2beta1)	laminin-332–alpha2beta1 epithelial branch	activating	directed	Laminin-332 (LAMC2-containing) source/feature	ITGA2:ITGB1 (alpha2beta1)	keratinocytes	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E672	Laminin-332 (LAMC2-containing)	binds	ITGA3:ITGB1 (alpha3beta1)	laminin-332–alpha3beta1 branch	activating	directed	Laminin-332 (LAMC2-containing) source/feature	ITGA3:ITGB1 (alpha3beta1)	epithelial cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E673	Laminin-332 (LAMC2-containing)	binds	ITGA6:ITGB1 (alpha6beta1)	laminin-332–alpha6beta1 branch	activating	directed	Laminin-332 (LAMC2-containing) source/feature	ITGA6:ITGB1 (alpha6beta1)	epithelial cells	cell surface/adhesion or signaling compartment	human	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	medium	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
M23A-E674	Laminin-332 (LAMC2-containing)	binds	ITGA6:ITGB4 (alpha6beta4)	laminin-332–alpha6beta4 hemidesmosome branch	activating	directed	Laminin-332 (LAMC2-containing) source/feature	ITGA6:ITGB4 (alpha6beta4)	keratinocytes	cell surface/adhesion or signaling compartment	human; mouse	non-SCI comparator; no SCI transfer	binding_or_activation	reviewed_supported	primary comparator; exact-pair or exact-complex evidence only	high	P2	RETAIN_LAYER_SEPARATION_AND_COMPLEX_RESOLUTION
