candidate_id	candidate_class	upstream_feature_or_ligand	receptor_or_adhesion_system	receptor_proximal_relay	downstream_tf_or_program	layer1_status	layer2_status	layer3_status	species_posture	SCI_context_posture	status	next_gap
M23A-Q1066	module21a_reuse_candidate	DLL1	NOTCH2	DLL1-NOTCH2 canonical NICD/RBPJ signaling	No terminal TF transferred; DLL1-NOTCH2 canonical NICD/RBPJ signaling	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; mammalian systems	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1067	module21a_reuse_candidate	EDIL3/DEL-1	ITGAV:ITGB5/alphaVbeta5	EDIL3-alphaVbeta5 angiogenic switch and neovascularization	No terminal TF transferred; EDIL3-alphaVbeta5 angiogenic switch and neovascularization	reviewed_supported	not_assessed	reviewed_supported	mouse; rabbit; human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1068	module21a_reuse_candidate	FCER2A/CD23	ITGAX:ITGB2/alphaXbeta2	CD23-alphaXbeta2 MAPK inflammatory activation	No terminal TF transferred; CD23-alphaXbeta2 MAPK inflammatory activation	reviewed_supported	not_assessed	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1069	module21a_reuse_candidate	FGF18	FGFR3 with heparan-sulfate/perlecan context	FGF18-FGFR3 ERK/AKT proliferation and invasion	No terminal TF transferred; FGF18-FGFR3 ERK/AKT proliferation and invasion	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1070	module21a_reuse_candidate	FN1 EIIIA domain	ITGA9:ITGB1/alpha9beta1	FN1 EIIIA-alpha9beta1 lymphatic valve morphogenesis	No terminal TF transferred; FN1 EIIIA-alpha9beta1 lymphatic valve morphogenesis	reviewed_supported	not_assessed	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1071	module21a_reuse_candidate	IGF1	ITGA6:ITGB4 with IGF1R complex	IGF1R-alpha6beta4 PI3K-AKT/ERK crosstalk	No terminal TF transferred; IGF1R-alpha6beta4 PI3K-AKT/ERK crosstalk	bounded_no_evidence	reviewed_supported	reviewed_supported	human; hamster comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1072	module21a_reuse_candidate	IGF1	ITGAV:ITGB3 with IGF1R complex	IGF1R-alphaVbeta3 PI3K-AKT/ERK crosstalk	No terminal TF transferred; IGF1R-alphaVbeta3 PI3K-AKT/ERK crosstalk	bounded_no_evidence	reviewed_supported	reviewed_supported	human; hamster comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1073	module21a_reuse_candidate	IGF2	ITGA6:ITGB4 with IGF1R complex	IGF2-IGF1R-alpha6beta4 PI3K-AKT/ERK crosstalk	No terminal TF transferred; IGF2-IGF1R-alpha6beta4 PI3K-AKT/ERK crosstalk	bounded_no_evidence	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1074	module21a_reuse_candidate	IGF2	ITGAV:ITGB3 with IGF1R complex	IGF2-IGF1R-alphaVbeta3 PI3K-AKT/ERK crosstalk	No terminal TF transferred; IGF2-IGF1R-alphaVbeta3 PI3K-AKT/ERK crosstalk	bounded_no_evidence	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1075	module21a_reuse_candidate	LGI1	ADAM22	LGI1-ADAM22 synaptic MAGUK-Kv1/AMPA complex	No terminal TF transferred; LGI1-ADAM22 synaptic MAGUK-Kv1/AMPA complex	reviewed_supported	reviewed_supported	reviewed_supported	mouse	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1076	module21a_reuse_candidate	LRRC4B/NGL-3	PTPRS	LRRC4B/NGL-3-PTPRS trans-synaptic adhesion	No terminal TF transferred; LRRC4B/NGL-3-PTPRS trans-synaptic adhesion	reviewed_supported	not_assessed	reviewed_supported	human; mouse; rat	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1077	module21a_reuse_candidate	MDK/midkine	ALK	MDK-ALK PI3K/ERK-MAPK survival and angiogenic signaling	No terminal TF transferred; MDK-ALK PI3K/ERK-MAPK survival and angiogenic signaling	reviewed_supported	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1078	module21a_reuse_candidate	NCAM1	ROBO1-associated guidance complex	NCAM-Robo guidance machinery and dopaminergic axon growth	No terminal TF transferred; NCAM-Robo guidance machinery and dopaminergic axon growth	bounded_no_evidence	reviewed_supported	reviewed_supported	rat; mouse	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1079	module21a_reuse_candidate	NTN1/netrin-1	MCAM/CD146	netrin-1-MCAM G-alpha-i/Gab1-AKT-mTOR and ERK	No terminal TF transferred; netrin-1-MCAM G-alpha-i/Gab1-AKT-mTOR and ERK	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1080	module21a_reuse_candidate	SELPLG/PSGL1	SELP/P-selectin	PSGL1-P-selectin tethering, rolling, inflammatory recruitment	No terminal TF transferred; PSGL1-P-selectin tethering, rolling, inflammatory recruitment	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1081	module21a_reuse_candidate	SFTPD/surfactant protein D	SIRPA/CD172a	SFTPD-SIRPA SHP1-RhoA-ROCK inhibitory phagocytosis	No terminal TF transferred; SFTPD-SIRPA SHP1-RhoA-ROCK inhibitory phagocytosis	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1082	module21a_reuse_candidate	TENM3/teneurin-3	ADGRL2/latrophilin-2	TENM3-ADGRL2 trans-cellular recognition and sensory maps	No terminal TF transferred; TENM3-ADGRL2 trans-cellular recognition and sensory maps	reviewed_supported	not_assessed	reviewed_supported	mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1083	module21a_reuse_candidate	latent TGFB1-LAP	ITGAV:ITGB6/alphaVbeta6	latent TGF-beta1-alphaVbeta6 activation and TGFBR-SMAD	No terminal TF transferred; latent TGF-beta1-alphaVbeta6 activation and TGFBR-SMAD	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1084	module21a_reuse_candidate	TGM2/transglutaminase-2	ADGRG1/GPR56	TG2-ADGRG1 RhoA-ROCK-ADAM17-EGFR transactivation	No terminal TF transferred; TG2-ADGRG1 RhoA-ROCK-ADAM17-EGFR transactivation	reviewed_supported	reviewed_supported	reviewed_supported	human	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1085	module21a_reuse_candidate	TIMP2	ITGA3:ITGB1/alpha3beta1	TIMP2-alpha3beta1 SHP1/Csk-cAMP/Rap1-MAPK inhibition	No terminal TF transferred; TIMP2-alpha3beta1 SHP1/Csk-cAMP/Rap1-MAPK inhibition	reviewed_supported	reviewed_supported	reviewed_supported	human; mouse; recombinant comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1086	module21a_reuse_candidate	TIMP2	ITGA3:ITGB1/alpha3beta1 complex (queued ITGB1 alias)	TIMP2-alpha3beta1 complex relay; ITGB1 subunit boundary	No terminal TF transferred; TIMP2-alpha3beta1 complex relay; ITGB1 subunit boundary	reviewed_supported	reviewed_supported	not_assessed	human; mouse; recombinant comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1087	module21a_reuse_candidate	TIMP3	KDR/VEGFR2	TIMP3-KDR extracellular antagonism and VEGF angiogenesis inhibition	No terminal TF transferred; TIMP3-KDR extracellular antagonism and VEGF angiogenesis inhibition	reviewed_supported	not_assessed	reviewed_supported	human; mouse; recombinant proteins	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1088	module21a_reuse_candidate	TNC FNIII-D VFDNFVLK domain	ITGA7:ITGB1/alpha7beta1	TNC-alpha7beta1 neurite extension	No terminal TF transferred; TNC-alpha7beta1 neurite extension	reviewed_supported	not_assessed	reviewed_supported	rat; recombinant human TNC	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1089	module21a_reuse_candidate	VCAN/versican G3 or ADAMTS1-processed VCAN V1	EGFR transactivation complex	VCAN-domain/ADAMTS1-EGFR transactivation ERK invasion	No terminal TF transferred; VCAN-domain/ADAMTS1-EGFR transactivation ERK invasion	bounded_no_evidence	reviewed_supported	reviewed_supported	human; mouse	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1090	module21a_reuse_candidate	VCAN/versican-associated matrix	TLR2:TLR6:CD14 receptor complex	VCAN-TLR2/TLR6-CD14-MyD88-RelB inflammatory program	No terminal TF transferred; VCAN-TLR2/TLR6-CD14-MyD88-RelB inflammatory program	reviewed_supported	reviewed_supported	reviewed_supported	mouse; human comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_FIRST_PASS	Validate SCI receiver and terminal-TF transfer separately
M23A-Q1091	module21a_reuse_candidate	VCL/vinculin-associated adhesome	ITGAV:ITGB5/alphaVbeta5 focal-adhesion complex	alphaVbeta5-zyxin-vinculin adhesome organization	No terminal TF transferred; alphaVbeta5-zyxin-vinculin adhesome organization	bounded_no_evidence	not_assessed	reviewed_supported	mouse; bovine; mammalian comparator	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_ONLY	Layer gap or complex-resolution boundary remains explicit.
M23A-Q1092	module21a_reuse_candidate	VWF/von Willebrand factor	SELP/P-selectin	VWF-P-selectin endothelial VWF-string anchoring	No terminal TF transferred; VWF-P-selectin endothelial VWF-string anchoring	reviewed_supported	not_assessed	reviewed_supported	human; recombinant endothelial systems	Non-SCI primary comparator; no SCI receiver weighting	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Layer gap or complex-resolution boundary remains explicit.
M23A-Q0002	connectome_adhesion_candidate	Adam17	Itga6	No qualifying exact-pair receptor-proximal relay retained; preserve complex or subunit boundary	No terminal TF or downstream program asserted from bounded non-recovery	bounded_no_evidence	bounded_no_evidence	bounded_no_evidence	mouse seed; comparator species as cited	SCI receiver state unresolved; comparator-only context	REVIEWED_BOUNDARY	Exact primary complex/perturbation evidence and SCI receiver validation remain open
M23A-Q0003	connectome_adhesion_candidate	Adam17	Itgb1	No qualifying exact-pair receptor-proximal relay retained; preserve complex or subunit boundary	No terminal TF or downstream program asserted from bounded non-recovery	bounded_no_evidence	bounded_no_evidence	bounded_no_evidence	mouse seed; comparator species as cited	SCI receiver state unresolved; comparator-only context	REVIEWED_BOUNDARY	Exact primary complex/perturbation evidence and SCI receiver validation remain open
M23A-Q0004	connectome_adhesion_candidate	Adam2	Itga6	No qualifying exact-pair receptor-proximal relay retained; preserve complex or subunit boundary	No terminal TF or downstream program asserted from bounded non-recovery	bounded_no_evidence	bounded_no_evidence	bounded_no_evidence	mouse seed; comparator species as cited	SCI receiver state unresolved; comparator-only context	REVIEWED_BOUNDARY	Exact primary complex/perturbation evidence and SCI receiver validation remain open
M23A-Q0005	connectome_adhesion_candidate	Adam2	Itgb1	No qualifying exact-pair receptor-proximal relay retained; preserve complex or subunit boundary	No terminal TF or downstream program asserted from bounded non-recovery	bounded_no_evidence	bounded_no_evidence	bounded_no_evidence	mouse seed; comparator species as cited	SCI receiver state unresolved; comparator-only context	REVIEWED_BOUNDARY	Exact primary complex/perturbation evidence and SCI receiver validation remain open
M23A-Q0006	connectome_adhesion_candidate	Angpt1	Itgb1	No qualifying exact-pair receptor-proximal relay retained; preserve complex or subunit boundary	No terminal TF or downstream program asserted from bounded non-recovery	bounded_no_evidence	bounded_no_evidence	bounded_no_evidence	mouse seed; comparator species as cited	SCI receiver state unresolved; comparator-only context	REVIEWED_BOUNDARY	Exact primary complex/perturbation evidence and SCI receiver validation remain open
M23A-Q0007	connectome_adhesion_candidate	Angptl2	Itga5	No qualifying free-subunit relay retained; canonical assembled alpha5beta1 context preserved	No terminal TF or downstream program asserted from free-subunit non-recovery	bounded_no_evidence	bounded_no_evidence	bounded_no_evidence	mouse seed; human/mouse comparator species as cited	SCI receiver state unresolved; assembled alpha5beta1 comparator only	REVIEWED_BOUNDARY	Exact free-ITGA5 evidence and SCI receiver validation remain open; see canonical M23A-E506–E508 for assembled alpha5beta1 context
M23A-Q0008	connectome_adhesion_candidate	Angptl2	Itgb1	No qualifying free-subunit relay retained; canonical assembled alpha5beta1 context preserved	No terminal TF or downstream program asserted from free-subunit non-recovery	bounded_no_evidence	bounded_no_evidence	bounded_no_evidence	mouse seed; human/mouse comparator species as cited	SCI receiver state unresolved; assembled alpha5beta1 comparator only	REVIEWED_BOUNDARY	Exact free-ITGB1 evidence and SCI receiver validation remain open; see canonical M23A-E506–E508 for assembled alpha5beta1 context
M23A-Q0009	connectome_adhesion_candidate	Apoc3	Lrp1	No direct ApoC3-LRP1 relay retained; LDLR/LRP1 clearance axis is functional-output evidence only	No terminal TF or downstream program asserted from clearance-axis evidence	bounded_no_evidence	not_assessed	reviewed_supported	mouse seed; mouse primary comparator	SCI receiver state unresolved; hepatic lipoprotein-clearance comparator only	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	Direct ApoC3-LRP1 binding and receptor-proximal relay remain unresolved; preserve M23A-E1068 as functional axis only
M23A-Q0010	connectome_adhesion_candidate	Apoe	Lrp1	LRP1-dependent endosomal trapping and recycling relay	ApoE-enriched HDL re-secretion and hepatic triglyceride-rich-lipoprotein handling	reviewed_supported	reviewed_supported	reviewed_supported	mouse seed; human/mouse comparator species as cited	SCI receiver state unresolved; hepatic lipoprotein comparator only	REVIEWED_SUPPORTED	Preserve ApoE receptor-binding-domain and ApoE-containing lipoprotein context; no universal isoform or SCI transfer claim
M23A-Q0011	connectome_adhesion_candidate	Calr	Lrp1	LRP1-Gi2-PI3K-ERK focal-adhesion disassembly relay	focal adhesion disassembly	reviewed_supported	reviewed_supported	reviewed_supported	mouse seed; bovine/mouse comparator species as cited	SCI receiver state unresolved; cell-surface CALR/TSP-hep I comparator only	REVIEWED_SUPPORTED	Preserve cell-surface CALR and CALR-LRP1 coreceptor topology; do not infer soluble CALR or SCI TF output
M23A-Q0012	connectome_adhesion_candidate	Ccn4	Itga5	No qualifying free-subunit relay retained; canonical assembled alpha5beta1 context preserved	No terminal TF or downstream program asserted from free-subunit non-recovery	bounded_no_evidence	bounded_no_evidence	bounded_no_evidence	mouse seed; human/mouse comparator species as cited	SCI receiver state unresolved; assembled alpha5beta1 comparator only	REVIEWED_BOUNDARY	Exact free-ITGA5 evidence remains unresolved; see M23A-E1069–E1071 for assembled alpha5beta1 context
