module22a_handoff_id	pair_label_canonical	terminal_tf_entities	module21a_evidence_ids	source_locators	source_species	source_cell_type_model	source_assay_or_perturbation	source_relation_type	source_evidence_layer	source_confidence_tier	source_evidence_summary	source_limitations	source_review_status	search_boundary	limitations	disposition	blocker_tags
M22A-HANDOFF-005378	Dll4 Notch1	HES1;HEY1	M21A-PAIR-EVID-4225	PMID:25700513; PMCID:PMC4445638; DOI:10.1126/science.1261093; PMID:24359737; PMCID:PMC3882513; DOI:10.1016/j.bpj.2013.11.012; PMID:30681366; PMCID:PMC6580391; DOI:10.1152/ajpheart.00610.2018	human; rat comparator	Human NOTCH1 recombinant ectodomains and reporter cells; NOTCH1-eGFP cells with membrane-tethered DLL4; human endothelial cells and rat mesenteric microvessels	Notch1-DLL4 crystal structure and SPR; membrane-tethered DLL4 binding, oligomerization, and Notch reporter activation; soluble DLL4 stimulation with gamma-secretase/PKA perturbation and HES1/HEY1 readouts	DLL4 directly binds and activates NOTCH1, with productive signaling requiring ligand presentation and mechanical/trafficking context; downstream endothelial barrier function is separately supported	binding_activation;receptor_proximal_relay;downstream_pathway_function	high	DLL4 -> NOTCH1 -> S2/S3 cleavage -> NICD/RBPJ -> HES1/HEY1 and endothelial barrier branch	Recombinant ectodomains, immobilized or soluble DLL4, and endothelial comparator models do not define a universal in vivo relay. Activation is presentation-, density-, glycosylation-, actin-, and force-dependent; PKA/barrier outputs are not evidence for a unique intermediate adaptor; no SCI receiver weighting was assigned.	mapped_to_local_primary_source_packet	Primary downstream review batches174_175; exact pair/family boundary search.	Recombinant ectodomains, immobilized or soluble DLL4, and endothelial comparator models do not define a universal in vivo relay. Activation is presentation-, density-, glycosylation-, actin-, and force-dependent; PKA/barrier outputs are not evidence for a unique intermediate adaptor; no SCI receiver weighting was assigned.	not_promoted_under_current_strict_gate	model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005381	Edil3 Itgb3	RUNX2	M21A-PAIR-EVID-4228	PMID:12840057; PMCID:PMC162283; https://pubmed.ncbi.nlm.nih.gov/12840057/; PMID:32280065; DOI:10.1074/jbc.RA120.013024; PMCID:PMC7247308	human; mouse; chick; rabbit comparator systems	Human endothelial cells and purified integrins; mouse and rabbit ischemic tissues; mouse MC3T3-E1 and primary calvarial osteoblasts	Del-1/EDIL3 binding to purified alphaVbeta3; alphaVbeta3 blockade and knockout angiogenesis; beta3 knockdown, FAK/ERK1/2 inhibitors, and Runx2 osteogenic readouts	EDIL3 directly engages beta3-containing alphaVbeta3 and supports beta3-dependent endothelial or osteogenic function; the osteogenic FAK-ERK1/2-RUNX2 branch is distinct from the alphaVbeta5-initiated HoxD3 branch	binding_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	EDIL3 -> alphaVbeta3 -> FAK/ERK1/2 -> RUNX2-dependent osteogenic program; parallel beta3-dependent endothelial angiogenesis branch	ITGB3 is a receptor subunit and the exact alpha partner is not independently resolved by the queue label. The angiogenesis and osteogenesis studies use non-SCI endothelial or osteoprogenitor contexts, RGD/integrin activation dependence, and pharmacologic or genetic perturbations; RUNX2 does not establish a universal receiver-cell endpoint.	mapped_to_local_primary_source_packet	Primary downstream review batches174_175; exact pair/family boundary search.	ITGB3 is a receptor subunit and the exact alpha partner is not independently resolved by the queue label. The angiogenesis and osteogenesis studies use non-SCI endothelial or osteoprogenitor contexts, RGD/integrin activation dependence, and pharmacologic or genetic perturbations; RUNX2 does not establish a universal receiver-cell endpoint.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005450	Gdf5 Bmpr1b_bmpr2	HES5 (provisional)	M21A-PAIR-EVID-5733	PMID:8702914; DOI:10.1074/jbc.271.35.21345; PMID:24173804; PMID:26878848	mouse; rat osteoprogenitor; human/mouse receptor comparator	COS-1 receptor transfectants; ROB-C26 osteoprogenitor-like cells; mouse hippocampal pyramidal neurons; mouse sympathetic neurons	radioligand binding/receptor transfection; GDF5 ALP; BMPR1B/BMPR2 dominant-negative/constitutive perturbation; pSMAD1/5/8; HES5; dendrite growth	GDF5 binds BMPR1B and BMPR2-supported heteromeric BMP receptor complex and activates SMAD1/5/8-dependent developmental functions	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	high	GDF5 -> BMPR1B/BMPR2 -> SMAD1/5/8 -> HES5/transcriptional and dendrite/chondrogenic outputs	BMPR2 is a type-II partner and receptor usage/stoichiometry varies by reconstitution and lineage; HES5 was measured in the neuronal model and is provisional; no SCI context.	mapped_to_local_primary_source_packet	Primary downstream review batches234; exact pair/family boundary search.	BMPR2 is a type-II partner and receptor usage/stoichiometry varies by reconstitution and lineage; HES5 was measured in the neuronal model and is provisional; no SCI context.	not_promoted_under_current_strict_gate	tf_or_target_assignment_unresolved;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005508	Retn Tlr4	RELA/p65	M21A-PAIR-EVID-4354	PMID:19754671;PMID:26917360	human; mouse	human leukocytes, THP-1 and HEK293 cells expressing TLR4; wild-type and Tlr4-null mice; mouse vascular and epithelial cells	resistin binding by flow cytometry and co-immunoprecipitation; TLR4-transfection and antibody/siRNA blockade; Tlr4-null physiology; p65 promoter ChIP	RETN direct TLR4 association with TLR4-dependent inflammatory signaling and function	binding_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	RETN -> TLR4/CD14 context -> MyD88/MAPK/NF-kB -> RELA/p65 -> angiotensinogen and inflammatory outputs	The human study supports cell-surface binding and TLR4-dependent function, while the mouse study supports Tlr4 dependence and p65/Agt output rather than purified mouse pair binding. Receptor-promiscuity and endotoxin-contamination controls remain relevant caveats.	mapped_to_local_primary_source_packet	Primary downstream review batches178_179; exact pair/family boundary search.	The human study supports cell-surface binding and TLR4-dependent function, while the mouse study supports Tlr4 dependence and p65/Agt output rather than purified mouse pair binding. Receptor-promiscuity and endotoxin-contamination controls remain relevant caveats.	not_promoted_under_current_strict_gate	model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005509	Rspo1 Fzd8	TCF/LEF family	M21A-PAIR-EVID-4355	PMID:16543246;PMID:22575959;PMID:41070826	mouse; human comparator	mouse Cristin/RSPO-conditioned media; FZD8 and LRP6 ectodomain or transfected-cell systems; human HEK293A cells with FZD5/8	FZD8/LRP6 physical-interaction assays; TCF reporter and beta-catenin stabilization; Wnt-induced FZD8 turnover and RSPO1-dependent receptor stabilization	RSPO1 direct or receptor-complex interaction with FZD8 and downstream Wnt potentiation	binding_activation;receptor_proximal_relay;downstream_pathway_function	medium	RSPO1 -> FZD8/LRP6 Wnt-receptor-surface stabilization in LGR/RNF43/ZNRF3 context -> beta-catenin -> TCF/LEF transcription	The 2006 mouse paper analyzed the Cristin/R-spondin family and showed FZD8/LRP6 interaction plus TCF-dependent activation; it did not establish a canonical one-ligand/one-FZD8 complex. The newer FZD8-specific turnover study is human and RSPO1-focused. R-spondin is a Wnt potentiator, not a substitute for a direct WNT-FZD ligand edge.	mapped_to_local_primary_source_packet	Primary downstream review batches178_179; exact pair/family boundary search.	The 2006 mouse paper analyzed the Cristin/R-spondin family and showed FZD8/LRP6 interaction plus TCF-dependent activation; it did not establish a canonical one-ligand/one-FZD8 complex. The newer FZD8-specific turnover study is human and RSPO1-focused. R-spondin is a Wnt potentiator, not a substitute for a direct WNT-FZD ligand edge.	not_promoted_under_current_strict_gate	ligand_or_family_specificity_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005510	Rspo3 Fzd8	TCF/LEF family	M21A-PAIR-EVID-4356	PMID:16543246;PMID:22575959	mouse; human comparator	mouse Cristin1/RSPO3-conditioned media; FZD8 and LRP6 ectodomain or transfected-cell systems	FZD8/LRP6 physical-interaction assays; TCF reporter and beta-catenin stabilization; family-level R-spondin/ZNRF3/RNF43 pathway perturbation	RSPO3 family-level direct interaction with FZD8 and downstream Wnt potentiation	binding_activation;receptor_proximal_relay;downstream_pathway_function	medium	RSPO3 -> FZD8/LRP6 Wnt-receptor-surface stabilization in LGR/RNF43/ZNRF3 context -> beta-catenin -> TCF/LEF transcription	The exact RSPO3/FZD8 result is supported by the mouse Cristin1/R-spondin family paper but not by a modern RSPO3-specific purified complex study in this packet. R-spondin receptor architecture is multi-component and pathway potentiation must not be flattened into a direct WNT-like ligand edge.	mapped_to_local_primary_source_packet	Primary downstream review batches178_179; exact pair/family boundary search.	The exact RSPO3/FZD8 result is supported by the mouse Cristin1/R-spondin family paper but not by a modern RSPO3-specific purified complex study in this packet. R-spondin receptor architecture is multi-component and pathway potentiation must not be flattened into a direct WNT-like ligand edge.	not_promoted_under_current_strict_gate	ligand_or_family_specificity_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005512	S100a8 Tlr4	RELA/p65	M21A-PAIR-EVID-4358	PMID:17767165;PMCID:PMC4291901;PMID:33613176	mouse; human	mouse Mrp8/Mrp14-deficient phagocytes; human phagocytes; HEK293 TLR4/MD2/CD14 and RAGE transfectants; mouse TBI and BV-2 microglial models	SPR and receptor-transfection binding; TLR4 blocking and Tlr4-pathway perturbation; MyD88/IRAK1/NF-kB readouts; mouse brain injury with TAK-242	S100A8 direct TLR4-MD2 association with TLR4-dependent inflammatory relay	binding_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	S100A8, often in S100A8/A9 complex context -> TLR4-MD2-CD14 -> MyD88/IRAK1 -> NF-kB inflammatory output	The strongest purified interaction is for S100A8 with TLR4-MD2, but biological preparations can contain S100A8/A9 complexes and calcium-dependent oligomers. Human and mouse functional evidence is not equivalent to an SCI-specific isolated S100A8 edge; MD-2/CD14 context is required.	mapped_to_local_primary_source_packet	Primary downstream review batches178_179; exact pair/family boundary search.	The strongest purified interaction is for S100A8 with TLR4-MD2, but biological preparations can contain S100A8/A9 complexes and calcium-dependent oligomers. Human and mouse functional evidence is not equivalent to an SCI-specific isolated S100A8 edge; MD-2/CD14 context is required.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;model_or_context_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005514	S100a9 Tlr4	RELA/p65	M21A-PAIR-EVID-4360	PMID:19402754;PMID:22804476;PMCID:PMC5919817;PMID:38798518	mouse; human	mouse and human S100A9/TLR4-MD2 systems; THP-1 and mouse dendritic-cell models; CD14/TLR4 functional assays	TLR4-MD2 binding and NF-kB response; receptor blockade and cell activation; alarmin peptide/complex binding; CD14 interaction and internalization assays	S100A9 direct or co-receptor-dependent TLR4-MD2 activation with MyD88/NF-kB function	binding_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	S100A9 -> CD14/TLR4-MD2 -> MyD88/IRAK/NF-kB inflammatory relay; oligomeric S100A8/A9 state modifies activity	S100A9 signaling depends on CD14/MD-2 and ligand oligomerization, and some cited evidence uses S100A8/A9 complexes rather than isolated S100A9. The 2024 CD14 study is a preprint; the older primary studies provide the main binding and functional support.	mapped_to_local_primary_source_packet	Primary downstream review batches178_179; exact pair/family boundary search.	S100A9 signaling depends on CD14/MD-2 and ligand oligomerization, and some cited evidence uses S100A8/A9 complexes rather than isolated S100A9. The 2024 CD14 study is a preprint; the older primary studies provide the main binding and functional support.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;ligand_or_family_specificity_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005516	Saa1 Tlr2	RELA/p65	M21A-PAIR-EVID-4362	PMID:18566366;PMID:18952897;PMID:25154907;PMID:25847238;PMID:26290589	human; mouse	TLR2-expressing HeLa cells and purified receptor ectodomains; mouse macrophages and liver-specific Saa1 model; human rheumatoid-arthritis synovial and endothelial cells	solid-phase SAA-TLR2 binding; TLR2 reporter and knockout/antagonist assays; mouse in vivo chemokine and I-kappa-B readouts; anti-TLR2 blockade	SAA1 direct TLR2 interaction with TLR2-dependent MyD88/NF-kB inflammatory function	binding_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	SAA1 -> TLR2/TLR1 or TLR2/TLR6 context -> MyD88/MAPK/NF-kB -> inflammatory chemokine and G-CSF outputs	SAA1 isoforms differ in receptor efficacy and SAA can also signal through FPR2 and other receptors. The mouse studies support functional TLR2 dependence more strongly than purified pair-isolated binding; endotoxin and preparation controls remain important.	mapped_to_local_primary_source_packet	Primary downstream review batches178_179; exact pair/family boundary search.	SAA1 isoforms differ in receptor efficacy and SAA can also signal through FPR2 and other receptors. The mouse studies support functional TLR2 dependence more strongly than purified pair-isolated binding; endotoxin and preparation controls remain important.	not_promoted_under_current_strict_gate	receptor_or_composite_boundary;exact_pair_or_family_review_required
M22A-HANDOFF-005525	Sema6a Plxna2	NFATC1 (RANKL-coupled osteoclast model)	M21A-PAIR-EVID-4371	PMID:20881961;PMID:30826495;PMID:31698249	mouse; structural comparator	Sema6A-PLXNA2 structural complex; mouse osteoclasts; mouse cortical radial-glia and migrating-neuron systems	X-ray structure and mutant-ligand/receptor activity; Plexin-A2 co-immunoprecipitation and neutralization; conditional knockout and migration assays	SEMA6A direct PLXNA2 binding with Plexin GAP/PLC-gamma guidance and context-specific function	binding_activation;receptor_proximal_relay;downstream_pathway_function	medium-high	SEMA6A -> PLXNA2 -> plexin GAP/PLC-gamma and RHO/actin guidance; NFATC1 output is RANKL-coupled in osteoclasts	The developmental mouse evidence supports a shared Sema6A-PLXNA2/A4 guidance system, while NFATC1 was measured only in a RANKL-coupled osteoclast model. Cis/trans presentation, receptor redundancy, and tissue context limit transfer to SCI receiver cells.	mapped_to_local_primary_source_packet	Primary downstream review batches178_179; exact pair/family boundary search.	The developmental mouse evidence supports a shared Sema6A-PLXNA2/A4 guidance system, while NFATC1 was measured only in a RANKL-coupled osteoclast model. Cis/trans presentation, receptor redundancy, and tissue context limit transfer to SCI receiver cells.	not_promoted_under_current_strict_gate	model_or_context_boundary;exact_pair_or_family_review_required
