regulator_key	display_symbols	species_scopes	primary_role_category	role_subcategory	source_registries	source_versions	identity_catalogs	candidate_regulon_status	regulon_source_count	regulon_source_registries	regulon_target_count	pair_record_count	target_membership_scope	claimed_effect	target_cell_presence_status	downstream_activation_status	upstream_relay_status	module_route	module22b_eligibility	evidence_readiness	provenance_note
zfp524	Zfp524	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp526	Zfp526	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp53	Zfp53	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp532	Zfp532	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp534	Zfp534	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp536	Zfp536	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp54	Zfp54	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp541	Zfp541	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp551	Zfp551	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp553	Zfp553	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp558	Zfp558	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp560	Zfp560	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp563	Zfp563	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp566	Zfp566	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
zfp568	Zfp568	mouse	identity_review_unclassified	single_source_or_profile_identity	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	no_regulon_set_in_current_imported_sources	0		0	0	none_available_in_current_import	unknown	not_assessed	not_assessed	not_assessed	role_specific_candidate_review	not_strict_tf_pending_role_and_functional_review	no_imported_regulon_set_or_blocked_identifier	Database-attributed regulon membership is retained as a candidate source claim. It does not establish target-cell presence, upstream relay activation, direct binding, or downstream gene activation; those evidence layers require separate review. Primary role category: identity_review_unclassified.
