regulator_key	display_symbols	species_scopes	source_registries	source_versions	identity_catalogs	original_triage_bucket	identity_source_count	catalog_profile_count	tflink_target_count	identifier_flags	primary_role_category	role_subcategory	role_screen_basis	classification_status	module_route	module22b_eligibility	evidence_readiness	sort_priority	provenance_note
zxdc	ZXDC;Zxdc	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	5	1	3834		catalog_concordant_tf_candidate	identity_supported_pair_unverified	Independent Lambert and AnimalTFDB3 identity catalogs agree; canonical TF role and exact pair evidence remain to be reviewed.	role_triage_staging	22B_after_exact_pair_evidence	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	10	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
foxp4	FOXP4;Foxp4	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	4	1	0		dual_role_tf_chromatin_candidate	sequence_specific_tf_with_chromatin_coregulator_function	Retain as a TF candidate because of DNA-binding/TF evidence while flagging chromatin-coregulator activity: FOXP4;FOXP4.	role_triage_staging	22B_after_tf_and_chromatin_role_review	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	15	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
mga	MGA;Mga	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	5	1	2090		dual_role_tf_chromatin_candidate	sequence_specific_tf_with_chromatin_coregulator_function	Retain as a TF candidate because of DNA-binding/TF evidence while flagging chromatin-coregulator activity: MGA;MGA.	role_triage_staging	22B_after_tf_and_chromatin_role_review	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	15	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
prdm12	PRDM12;Prdm12	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	4	0	105		dual_role_tf_chromatin_candidate	sequence_specific_tf_with_chromatin_coregulator_function	Retain as a TF candidate because of DNA-binding/TF evidence while flagging chromatin-coregulator activity: PRDM12;PRDM12.	role_triage_staging	22B_after_tf_and_chromatin_role_review	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	15	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
prdm4	PRDM4;Prdm4	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	5	1	509		dual_role_tf_chromatin_candidate	sequence_specific_tf_with_chromatin_coregulator_function	Retain as a TF candidate because of DNA-binding/TF evidence while flagging chromatin-coregulator activity: PRDM4;PRDM4.	role_triage_staging	22B_after_tf_and_chromatin_role_review	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	15	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
prdm6	PRDM6;Prdm6	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	4	0	1607		dual_role_tf_chromatin_candidate	sequence_specific_tf_with_chromatin_coregulator_function	Retain as a TF candidate because of DNA-binding/TF evidence while flagging chromatin-coregulator activity: PRDM6;PRDM6.	role_triage_staging	22B_after_tf_and_chromatin_role_review	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	15	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
prdm9	PRDM9;Prdm9	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	6	1	8475		dual_role_tf_chromatin_candidate	sequence_specific_tf_with_chromatin_coregulator_function	Retain as a TF candidate because of DNA-binding/TF evidence while flagging chromatin-coregulator activity: PRDM9;PRDM9.	role_triage_staging	22B_after_tf_and_chromatin_role_review	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	15	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zbtb7c	ZBTB7C;Zbtb7c	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	4	1	0		dual_role_tf_chromatin_candidate	sequence_specific_tf_with_chromatin_coregulator_function	Retain as a TF candidate because of DNA-binding/TF evidence while flagging chromatin-coregulator activity: ZBTB7C;ZBTB7C.	role_triage_staging	22B_after_tf_and_chromatin_role_review	strict_tf_candidate_pending_exact_pair_review	identity_plus_profile_only	15	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zfp57	ZFP57;Zfp57	human;mouse;vertebrates	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;JASPAR2026_CORE_vertebrates_nonredundant;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;JASPAR_CORE;Lambert_HumanTFs	promote_identity_staging	5	1	12062		dual_role_tf_chromatin_candidate	sequence_specific_tf_with_chromatin_coregulator_function	Retain as a TF candidate because of DNA-binding/TF evidence while flagging chromatin-coregulator activity: ZFP57;ZFP57.	role_triage_staging	22B_after_tf_and_chromatin_role_review	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	15	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zgpat	ZGPAT;Zgpat	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	4	0	5439		dual_role_tf_chromatin_candidate	sequence_specific_tf_with_chromatin_coregulator_function	Retain as a TF candidate because of DNA-binding/TF evidence while flagging chromatin-coregulator activity: ZGPAT;ZGPAT.	role_triage_staging	22B_after_tf_and_chromatin_role_review	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	15	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
zhx1	ZHX1;Zhx1	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	4	0	9529		dual_role_tf_chromatin_candidate	sequence_specific_tf_with_chromatin_coregulator_function	Retain as a TF candidate because of DNA-binding/TF evidence while flagging chromatin-coregulator activity: ZHX1;ZHX1.	role_triage_staging	22B_after_tf_and_chromatin_role_review	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	15	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf516	ZNF516	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		dual_role_tf_chromatin_candidate	sequence_specific_tf_with_chromatin_coregulator_function	Retain as a TF candidate because of DNA-binding/TF evidence while flagging chromatin-coregulator activity: ZNF516.	role_triage_staging	22B_after_tf_and_chromatin_role_review	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	15	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf521	ZNF521	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		dual_role_tf_chromatin_candidate	sequence_specific_tf_with_chromatin_coregulator_function	Retain as a TF candidate because of DNA-binding/TF evidence while flagging chromatin-coregulator activity: ZNF521.	role_triage_staging	22B_after_tf_and_chromatin_role_review	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	15	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf541	ZNF541	human	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	2	0	0		dual_role_tf_chromatin_candidate	sequence_specific_tf_with_chromatin_coregulator_function	Retain as a TF candidate because of DNA-binding/TF evidence while flagging chromatin-coregulator activity: ZNF541.	role_triage_staging	22B_after_tf_and_chromatin_role_review	strict_tf_candidate_pending_exact_pair_review	identity_catalog_only_or_unverified	15	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
znf711	ZNF711	human	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	1504		dual_role_tf_chromatin_candidate	sequence_specific_tf_with_chromatin_coregulator_function	Retain as a TF candidate because of DNA-binding/TF evidence while flagging chromatin-coregulator activity: ZNF711.	role_triage_staging	22B_after_tf_and_chromatin_role_review	strict_tf_candidate_pending_exact_pair_review	identity_plus_aggregated_target_lead	15	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
adnp	ADNP;Adnp	human;mouse	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	4	0	958		noncanonical_transcriptional_regulator	transcriptional_coregulator_or_complex	Conservative chromatin/co-regulator family screen; retain for separate functional evidence review.	role_triage_staging	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	20	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
adnp2	ADNP2;Adnp2	human;mouse	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01	AnimalTFDB3;Lambert_HumanTFs	promote_identity_staging	3	0	0		noncanonical_transcriptional_regulator	transcriptional_coregulator_or_complex	Conservative chromatin/co-regulator family screen; retain for separate functional evidence review.	role_triage_staging	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_catalog_only_or_unverified	20	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
aff1	AFF1;Aff1	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	prioritize_target_evidence_search	3	0	11720		noncanonical_transcriptional_regulator	transcriptional_coregulator_or_complex	Conservative chromatin/co-regulator family screen; retain for separate functional evidence review.	role_triage_staging	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	20	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
aff2	AFF2;Aff2	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	manual_identity_review	2	0	0		noncanonical_transcriptional_regulator	transcriptional_coregulator_or_complex	Conservative chromatin/co-regulator family screen; retain for separate functional evidence review.	role_triage_staging	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_catalog_only_or_unverified	20	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
aff3	AFF3;Aff3	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	prioritize_target_evidence_search	3	0	6842		noncanonical_transcriptional_regulator	transcriptional_coregulator_or_complex	Conservative chromatin/co-regulator family screen; retain for separate functional evidence review.	role_triage_staging	separate_noncanonical_regulator_queue	not_strict_tf_pending_role_and_pair_review	identity_plus_aggregated_target_lead	20	This is a role-triage overlay. Source registries, source versions, species scope, and source-specific parent identity records remain authoritative; no canonical role or evidence promotion is created by this row.
