pair_key	pair_label_canonical	verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
wnt11 fzd3	Wnt11 Fzd3	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt11%22%20AND%20%22fzd3%22;https://europepmc.org/search?query=%22wnt11%22%20AND%20%22fzd3%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt11 fzd3
wnt11 fzd4	Wnt11 Fzd4	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/21041481/;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt11%22%20AND%20%22fzd4%22;https://europepmc.org/search?query=%22wnt11%22%20AND%20%22fzd4%22	mouse and mammalian cardiac cell systems	direct interaction; receptor-dependent noncanonical function	Wnt11 directly interacted with endogenous Fzd4 and Fzd4 blockade suppressed Wnt11-dependent PKC activation and cardiomyocyte differentiation.	Noncanonical signaling and antibody-blocking assays were used; receptor specificity can vary by tissue.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt11 fzd4
wnt11 fzd5	Wnt11 Fzd5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt11%22%20AND%20%22fzd5%22;https://europepmc.org/search?query=%22wnt11%22%20AND%20%22fzd5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt11 fzd5
wnt11 fzd6	Wnt11 Fzd6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt11%22%20AND%20%22fzd6%22;https://europepmc.org/search?query=%22wnt11%22%20AND%20%22fzd6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt11 fzd6
wnt11 fzd7	Wnt11 Fzd7	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/33082334/;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt11%22%20AND%20%22fzd7%22;https://europepmc.org/search?query=%22wnt11%22%20AND%20%22fzd7%22	human and mouse melanoma systems	receptor-dependent signaling; invasion function	WNT11-FZD7 signaling activated DAAM1/Rho-ROCK pathways and promoted melanoma invasion and tumor-initiating behavior.	The paper emphasizes signaling/function rather than purified ligand-receptor affinity; pathway context is tumor-specific.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt11 fzd7
wnt11 fzd8	Wnt11 Fzd8	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt11%22%20AND%20%22fzd8%22;https://europepmc.org/search?query=%22wnt11%22%20AND%20%22fzd8%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt11 fzd8
wnt11 fzd9	Wnt11 Fzd9	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt11%22%20AND%20%22fzd9%22;https://europepmc.org/search?query=%22wnt11%22%20AND%20%22fzd9%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt11 fzd9
wnt11 musk	Wnt11 Musk	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/19285469/;https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt11%22%20AND%20%22musk%22;https://europepmc.org/search?query=%22wnt11%22%20AND%20%22musk%22	zebrafish	direct ectodomain binding; receptor-dependent synapse/axon function	Wnt11r bound the zebrafish Unplugged/MuSK extracellular CRD in vitro and in tissue, with genetic and Dvl-dependent evidence for neuromuscular prepatterning and axon guidance.	Evidence is zebrafish Wnt11r and MuSK/Unplugged; mammalian WNT11-MUSK equivalence is not assumed.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt11 musk
wnt16 fzd10_lrp5	Wnt16 Fzd10_lrp5	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt16%22%20AND%20%22fzd10%20lrp5%22;https://europepmc.org/search?query=%22wnt16%22%20AND%20%22fzd10%20lrp5%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt16 fzd10_lrp5
wnt16 fzd10_lrp6	Wnt16 Fzd10_lrp6	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=%22wnt16%22%20AND%20%22fzd10%20lrp6%22;https://europepmc.org/search?query=%22wnt16%22%20AND%20%22fzd10%20lrp6%22	none established for exact submitted pair	none after expanded exact-pair search	Expanded PubMed and Europe PMC searches found no qualifying exact primary binding, reconstitution, structure, or receptor-dependent functional evidence for this submitted WNT-FZD/LRP combination.	WNT family, FZD/LRP family, pathway, expression, engineered surrogate, and noncognate WNT papers do not establish this exact ligand-holoreceptor pair.	aliases=official symbols, historical names, common protein names, and receptor aliases screened;processed_forms=mature/secreted/cleaved ligand forms and relevant peptide products screened;complexes=receptor subunits, holoreceptors, co-receptors, heterodimers, and receptor reconstitution screened;assays=binding, activation, adhesion, receptor-dependent function, structures, and citation trails screened;PubMed=exact and alias-expanded searches;EuropePMC=exact and full-text-oriented alias-expanded searches;negative=expression, pathway, family, database, co-mention, and noncognate findings were not transferred;exact_pair=wnt16 fzd10_lrp6
