paper_identifier	identifier_type	identifier_value	canonical_url	metadata_status	title	authors	publication_year	journal	source_lanes	source_registers	source_record_count	source_record_ids	source_edge_ids	source_evidence_ids	source_handoff_ids	confidence_tiers	evidence_layers	sci_context_phrase_present	notes
PMID:20385708	PMID	20385708	https://pubmed.ncbi.nlm.nih.gov/20385708/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007420	M22B-E007247	M22B-EVID-007420		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20385820	PMID	20385820	https://pubmed.ncbi.nlm.nih.gov/20385820/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-009975	M22B-E009802	M22B-EVID-009975		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20388374	PMID	20388374	https://pubmed.ncbi.nlm.nih.gov/20388374/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006914;module22b_evidence_register:M22B-EVID-009067	M22B-E006741;M22B-E008894	M22B-EVID-006914;M22B-EVID-009067		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20392592	PMID	20392592	https://pubmed.ncbi.nlm.nih.gov/20392592/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006152;module22b_evidence_register:M22B-EVID-008321	M22B-E005979;M22B-E008148	M22B-EVID-006152;M22B-EVID-008321		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20393480	PMID	20393480	https://pubmed.ncbi.nlm.nih.gov/20393480/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	3	module22b_evidence_register:M22B-EVID-006559;module22b_evidence_register:M22B-EVID-006587;module22b_evidence_register:M22B-EVID-008719	M22B-E006386;M22B-E006414;M22B-E008546	M22B-EVID-006559;M22B-EVID-006587;M22B-EVID-008719		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20393562	PMID	20393562	https://pubmed.ncbi.nlm.nih.gov/20393562/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-005280;module22b_evidence_register:M22B-EVID-005283	M22B-E000777;M22B-E004313	M22B-EVID-005280;M22B-EVID-005283			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20395368	PMID	20395368	https://pubmed.ncbi.nlm.nih.gov/20395368/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-008019;module22b_evidence_register:M22B-EVID-009463	M22B-E007846;M22B-E009290	M22B-EVID-008019;M22B-EVID-009463		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20403028	PMID	20403028	https://pubmed.ncbi.nlm.nih.gov/20403028/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-009546	M22B-E009373	M22B-EVID-009546		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20403236	PMID	20403236	https://pubmed.ncbi.nlm.nih.gov/20403236/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007621	M22B-E007448	M22B-EVID-007621		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20410304	PMID	20410304	https://pubmed.ncbi.nlm.nih.gov/20410304/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-008512;module22b_evidence_register:M22B-EVID-008874	M22B-E008339;M22B-E008701	M22B-EVID-008512;M22B-EVID-008874		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20414733	PMID	20414733	https://pubmed.ncbi.nlm.nih.gov/20414733/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006056;module22b_evidence_register:M22B-EVID-008228	M22B-E005883;M22B-E008055	M22B-EVID-006056;M22B-EVID-008228		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20417179	PMID	20417179	https://pubmed.ncbi.nlm.nih.gov/20417179/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006123;module22b_evidence_register:M22B-EVID-008220	M22B-E005950;M22B-E008047	M22B-EVID-006123;M22B-EVID-008220		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20421190	PMID	20421190	https://pubmed.ncbi.nlm.nih.gov/20421190/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-008080;module22b_evidence_register:M22B-EVID-009515	M22B-E007907;M22B-E009342	M22B-EVID-008080;M22B-EVID-009515		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20422012	PMID	20422012	https://pubmed.ncbi.nlm.nih.gov/20422012/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007939;module22b_evidence_register:M22B-EVID-009277	M22B-E007766;M22B-E009104	M22B-EVID-007939;M22B-EVID-009277		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20426839	PMID	20426839	https://pubmed.ncbi.nlm.nih.gov/20426839/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-009958	M22B-E009785	M22B-EVID-009958		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20427719	PMID	20427719	https://pubmed.ncbi.nlm.nih.gov/20427719/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	4	module22b_evidence_register:M22B-EVID-006076;module22b_evidence_register:M22B-EVID-007302;module22b_evidence_register:M22B-EVID-007410;module22b_evidence_register:M22B-EVID-008250	M22B-E005903;M22B-E007129;M22B-E007237;M22B-E008077	M22B-EVID-006076;M22B-EVID-007302;M22B-EVID-007410;M22B-EVID-008250		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20428827	PMID	20428827	https://pubmed.ncbi.nlm.nih.gov/20428827/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007920;module22b_evidence_register:M22B-EVID-009282	M22B-E007747;M22B-E009109	M22B-EVID-007920;M22B-EVID-009282		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20429888	PMID	20429888	https://pubmed.ncbi.nlm.nih.gov/20429888/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007273	M22B-E007100	M22B-EVID-007273		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20429933	PMID	20429933	https://pubmed.ncbi.nlm.nih.gov/20429933/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-007842;module22b_evidence_register:M22B-EVID-009292	M22B-E007669;M22B-E009119	M22B-EVID-007842;M22B-EVID-009292		medium-high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20432238	PMID	20432238	https://pubmed.ncbi.nlm.nih.gov/20432238/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-001481;module22b_evidence_register:M22B-EVID-001482	M22B-E002250;M22B-E002251	M22B-EVID-001481;M22B-EVID-001482			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20432471	PMID	20432471	https://pubmed.ncbi.nlm.nih.gov/20432471/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006360;module22b_evidence_register:M22B-EVID-008511	M22B-E006187;M22B-E008338	M22B-EVID-006360;M22B-EVID-008511		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20434500	PMID	20434500	https://pubmed.ncbi.nlm.nih.gov/20434500/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-010302	M22B-E010129	M22B-EVID-010302		high	ligand_receptor_or_direct_molecular	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20435036	PMID	20435036	https://pubmed.ncbi.nlm.nih.gov/20435036/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-007230	M22B-E007057	M22B-EVID-007230		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20435892	PMID	20435892	https://pubmed.ncbi.nlm.nih.gov/20435892/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006639;module22b_evidence_register:M22B-EVID-008794	M22B-E006466;M22B-E008621	M22B-EVID-006639;M22B-EVID-008794		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20442303	PMID	20442303	https://pubmed.ncbi.nlm.nih.gov/20442303/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-009584	M22B-E009411	M22B-EVID-009584		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20448047	PMID	20448047	https://pubmed.ncbi.nlm.nih.gov/20448047/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006075;module22b_evidence_register:M22B-EVID-008249	M22B-E005902;M22B-E008076	M22B-EVID-006075;M22B-EVID-008249		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20450254	PMID	20450254	https://pubmed.ncbi.nlm.nih.gov/20450254/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	2	module22b_evidence_register:M22B-EVID-006500;module22b_evidence_register:M22B-EVID-008652	M22B-E006327;M22B-E008479	M22B-EVID-006500;M22B-EVID-008652		high	downstream_or_functional	true	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20450830	PMID	20450830	https://pubmed.ncbi.nlm.nih.gov/20450830/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	1	module22b_evidence_register:M22B-EVID-003393	M22B-E005308	M22B-EVID-003393			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
PMID:20451959	PMID	20451959	https://pubmed.ncbi.nlm.nih.gov/20451959/	identifier_only_no_local_metadata					module22b_evidence_register	work/module_b_consolidation/module22b/module22b_evidence_register.tsv	9	module22b_evidence_register:M22B-EVID-001778;module22b_evidence_register:M22B-EVID-001779;module22b_evidence_register:M22B-EVID-001780;module22b_evidence_register:M22B-EVID-001782;module22b_evidence_register:M22B-EVID-001783;module22b_evidence_register:M22B-EVID-001784;module22b_evidence_register:M22B-EVID-001786;module22b_evidence_register:M22B-EVID-001787;module22b_evidence_register:M22B-EVID-001788	M22B-E003278;M22B-E003279;M22B-E003280;M22B-E003282;M22B-E003283;M22B-E003284;M22B-E003286;M22B-E003287;M22B-E003288	M22B-EVID-001778;M22B-EVID-001779;M22B-EVID-001780;M22B-EVID-001782;M22B-EVID-001783;M22B-EVID-001784;M22B-EVID-001786;M22B-EVID-001787;M22B-EVID-001788			downstream_or_functional	false	SCI flag means the associated Module 22 record text mentions SCI/spinal cord/spinal injury; it is not a paper-level SCI validation.
