review_priority_rank	review_priority_score	ligand_label	receptor_label	route_record_count	unique_evidence_id_count	output_annotated_route_count	tf_annotated_route_count	intracellular_annotated_route_count	missing_intracellular_count	missing_tf_count	route_tiers	selection_note
2378	48	PACAP-27/PACAP-38	VIPR1/VPAC1	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2379	48	PACSIN3/syndapin-3	TRPV4/transient receptor potential vanilloid 4 channel	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2380	48	PAR/poly(ADP-ribose)	AIFM1/AIF	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2381	48	PRG4/lubricin	CD44	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2382	48	PSPN/persephin	GFRA4/GFRalpha4 co-receptor	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2383	48	PVRL2/Nectin-2	PVRL3/Nectin-3	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2384	48	PVRL2/Nectin-2/CD112	PVRIG/CD112R	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2385	48	Paroxetine	MRGPRX2	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2386	48	PfMSP3.1/Plasmodium falciparum merozoite surface protein 3.1	C1-INH/C1 esterase inhibitor	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2387	48	Phosphatidylserine/PtdSer	ADGRG1/GPR56	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2388	48	Phosphatidylserine/PtdSer	CD300F/LMIR3	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2389	48	Phosphatidylserine/PtdSer	STAB2/stabilin-2	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2390	48	Phosphorothioate antisense oligonucleotide/PS-ASO	STAB2/stabilin-2	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2391	48	Pikachurin/EGFLAM	DAG1/alpha-dystroglycan	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2392	48	PrP(C)/PRNP	ADGRG6/GPR126	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2393	48	Prosaposin/PSAP	GPR37	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2394	48	Prosaposin/PSAP	GPR37L1	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2395	48	Prosaptide/TX14(A)	GPR37	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2396	48	Prosaptide/TX14(A)	GPR37L1	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2397	48	Protons/H+	GPR68/OGR1	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2398	48	QRFP/26RFa	QRFPR/GPR103	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2399	48	RAET1G/ULBP5	KLRK1/NKG2D	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2400	48	RAET1L/ULBP6	KLRK1/NKG2D	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2401	48	RANKL/TRANCE/TNFSF11	RANK/TNFRSF11A	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2402	48	RARRES2/chemerin	CMKLR1/ChemR23	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2403	48	RELN/Reelin	VLDLR	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2404	48	RET pY687	PTPN11	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2405	48	Resolvin D1/RvD1	FPR2/ALX	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2406	48	Resolvin D1/RvD1	GPR32/DRV1	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2407	48	S100A10/p11	CCR10	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2408	48	S100A9	BSG/CD147/EMMPRIN	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2409	48	S1P/sphingosine-1-phosphate	S1PR3/EDG3	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2410	48	S1P/sphingosine-1-phosphate	S1PR4/EDG6	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2411	48	SALM5/LRFN5	PTPRD/PTPδ	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2412	48	SARS-CoV-2 spike protein	TFRC/TfR1	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2413	48	SCF	KIT	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2414	48	SEMA6D	PLXNA1	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2415	48	SEMA7A	ITGB1	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2416	48	SEMA7A	PLXNC1	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2417	48	SERPINA4/Kallistatin	NOTCH1 receptor	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2418	48	SERPINF1/PEDF	PNPLA2/PEDF-R	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2419	48	SLC6A5/GlyT2	SDCBP/syntenin-1	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2420	48	SLITRK2	PTPRD/PTPδ	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2421	48	SMOC2/sparc-related modular calcium-binding protein 2	FZD6/Frizzled-6	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2422	48	SMOC2/sparc-related modular calcium-binding protein 2	LRP6/low-density-lipoprotein receptor-related protein 6	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2423	48	SPARC/osteonectin	STAB1/stabilin-1	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2424	48	SPARC/osteonectin	VCAM1/CD106	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2425	48	SPARCL1/Hevin	NLGN1B/neuroligin-1B	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2426	48	SPARCL1/Hevin	NRXN1alpha	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2427	48	STAB2/stabilin-2	ITGAM:ITGB2 integrin	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2428	48	Selenoprotein P/SEPP1	LRP2/megalin	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2429	48	Somatostatin/SST-14	SSTR3/somatostatin receptor 3	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2430	48	Somatostatin/SST-14	SSTR5/somatostatin receptor 5	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2431	48	Sphingomyelin	CD300E/LMIR6	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2432	48	Sphingomyelin (human lipid species)	CD300F/LMIR3	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2433	48	Syndecan/Sdc HSPG	LAR/Dlar	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2434	48	TENM2	ADGRL1	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:2	Workflow prioritization only; mSCS determines route plausibility and confidence.
2435	48	THBS1/TSP1	PTPRJ/CD148	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
2436	48	TIMP1/tissue inhibitor of metalloproteinases-1	CD63/ITGB1 receptor complex	3	5	2	0	0	3	3	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
