module	b_edge_ids	b_evidence_id	source_kind	support_kind	source_scope	source_locator	species_support	evidence_layer	exportable	confidence_tier	citation_note	evidence_grade	context_level	grading_status	grading_basis	paper_keys	context_basis	limitations	pass_disposition
23B	M23B-E000796	M23B-EVID-001080	primary_research_paper	primary_experiment	contextual_support	PMID:14676309; https://pubmed.ncbi.nlm.nih.gov/14676309/; PMCID:PMC2173730; https://pmc.ncbi.nlm.nih.gov/articles/PMC2173730/	Mus musculus; rat paranodal comparator	contextual_or_unresolved	true	high	B019 M23A-Q0909; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC2173730; PMID:14676309	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The direct interaction is assigned to the NF155 neurofascin isoform and CNTN1; CNTNAP1/Caspr1 modulates contactin processing and can inhibit NF155 binding rather than serving as the direct NF155 ligand.	retain_for_adjudication
23B	M23B-E000797	M23B-EVID-001081	primary_research_paper	primary_experiment	contextual_support	PMID:14676309; https://pubmed.ncbi.nlm.nih.gov/14676309/; PMCID:PMC2173730; https://pmc.ncbi.nlm.nih.gov/articles/PMC2173730/	Mus musculus; rat paranodal comparator	contextual_or_unresolved	true	high	B019 M23A-Q0909; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC2173730; PMID:14676309	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The direct interaction is assigned to the NF155 neurofascin isoform and CNTN1; CNTNAP1/Caspr1 modulates contactin processing and can inhibit NF155 binding rather than serving as the direct NF155 ligand.	retain_for_adjudication
23B	M23B-E000798	M23B-EVID-001082	primary_research_paper	primary_experiment	contextual_support	PMID:14676309; https://pubmed.ncbi.nlm.nih.gov/14676309/; PMCID:PMC2173730; https://pmc.ncbi.nlm.nih.gov/articles/PMC2173730/	Mus musculus; rat paranodal comparator	contextual_or_unresolved	true	high	B019 M23A-Q0909; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC2173730; PMID:14676309	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The direct interaction is assigned to the NF155 neurofascin isoform and CNTN1; CNTNAP1/Caspr1 modulates contactin processing and can inhibit NF155 binding rather than serving as the direct NF155 ligand.	retain_for_adjudication
23B	M23B-E000799	M23B-EVID-001083	primary_research_paper	primary_experiment	contextual_support	PMID:7673365; https://pubmed.ncbi.nlm.nih.gov/7673365/; DOI:10.1242/jcs.108.6.2511	Homo sapiens integrin expression; hamster CHO model; mouse nidogen comparator	contextual_or_unresolved	true	high	B019 M23A-Q0910; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1242/jcs.108.6.2511; PMID:7673365	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The assay resolves an alpha3beta1 receptor-complex edge rather than an isolated alpha3-subunit interaction; no unique intracellular kinase endpoint was established.	retain_for_adjudication
23B	M23B-E000800	M23B-EVID-001084	primary_research_paper	primary_experiment	contextual_support	PMID:7673365; https://pubmed.ncbi.nlm.nih.gov/7673365/; DOI:10.1242/jcs.108.6.2511	Homo sapiens integrin expression; hamster CHO model; mouse nidogen comparator	contextual_or_unresolved	true	high	B019 M23A-Q0910; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1242/jcs.108.6.2511; PMID:7673365	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The assay resolves an alpha3beta1 receptor-complex edge rather than an isolated alpha3-subunit interaction; no unique intracellular kinase endpoint was established.	retain_for_adjudication
23B	M23B-E000801	M23B-EVID-001085	primary_research_paper	primary_experiment	contextual_support	PMID:7673365; https://pubmed.ncbi.nlm.nih.gov/7673365/; DOI:10.1242/jcs.108.6.2511	Homo sapiens integrin expression; hamster CHO model; mouse nidogen comparator	contextual_or_unresolved	true	high	B019 M23A-Q0910; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1242/jcs.108.6.2511; PMID:7673365	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The assay resolves an alpha3beta1 receptor-complex edge rather than an isolated alpha3-subunit interaction; no unique intracellular kinase endpoint was established.	retain_for_adjudication
23B	M23B-E000802	M23B-EVID-001086	primary_research_paper	primary_experiment	contextual_support	PMID:33643791; https://pubmed.ncbi.nlm.nih.gov/33643791/; PMCID:PMC7887579; https://pmc.ncbi.nlm.nih.gov/articles/PMC7887579/; DOI:10.1002/advs.202002500	Mus musculus; human cell comparator	contextual_or_unresolved	true	medium	B019 M23A-Q0911; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1002/advs.202002500; PMCID:PMC7887579; PMID:33643791	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The study assigns the protective phenotype to alphaVbeta3 but does not isolate an alphaV-only molecular interface; the pair is retained as a receptor-complex/pathway edge.	retain_for_adjudication
23B	M23B-E000803	M23B-EVID-001087	primary_research_paper	primary_experiment	contextual_support	PMID:33643791; https://pubmed.ncbi.nlm.nih.gov/33643791/; PMCID:PMC7887579; https://pmc.ncbi.nlm.nih.gov/articles/PMC7887579/; DOI:10.1002/advs.202002500	Mus musculus; human cell comparator	contextual_or_unresolved	true	medium	B019 M23A-Q0911; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1002/advs.202002500; PMCID:PMC7887579; PMID:33643791	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The study assigns the protective phenotype to alphaVbeta3 but does not isolate an alphaV-only molecular interface; the pair is retained as a receptor-complex/pathway edge.	retain_for_adjudication
23B		M23B-EVID-001088	primary_search_boundary	negative_evidence	negative_evidence	PMID:33643791; https://pubmed.ncbi.nlm.nih.gov/33643791/; PMCID:PMC7887579; https://pmc.ncbi.nlm.nih.gov/articles/PMC7887579/; DOI:10.1002/advs.202002500	Mus musculus; human cell comparator	contextual_or_unresolved	false	low-boundary	B019 M23A-Q0911; targeted boundary	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.	DOI:10.1002/advs.202002500; PMCID:PMC7887579; PMID:33643791	The row is a negative/bounded record and does not establish positive context for the asserted relationship.	No isolated NID1-ITGAV/ITGB3 edge; alphaVbeta3 complex dependence is retained.	boundary_or_nonpromotable
23B	M23B-E000799	M23B-EVID-001089	primary_research_paper	primary_experiment	contextual_support	PMID:7673365; https://pubmed.ncbi.nlm.nih.gov/7673365/; DOI:10.1242/jcs.108.6.2511	Homo sapiens integrin expression; hamster CHO model; mouse nidogen comparator	contextual_or_unresolved	true	medium	B019 M23A-Q0912; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1242/jcs.108.6.2511; PMID:7673365	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The evidence supports beta1 only as part of the alpha3beta1 complex; it does not establish a standalone NID1-beta1 binary interface or a defined cytosolic relay.	retain_for_adjudication
23B	M23B-E000800	M23B-EVID-001090	primary_research_paper	primary_experiment	contextual_support	PMID:7673365; https://pubmed.ncbi.nlm.nih.gov/7673365/; DOI:10.1242/jcs.108.6.2511	Homo sapiens integrin expression; hamster CHO model; mouse nidogen comparator	contextual_or_unresolved	true	medium	B019 M23A-Q0912; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1242/jcs.108.6.2511; PMID:7673365	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The evidence supports beta1 only as part of the alpha3beta1 complex; it does not establish a standalone NID1-beta1 binary interface or a defined cytosolic relay.	retain_for_adjudication
23B	M23B-E000801	M23B-EVID-001091	primary_research_paper	primary_experiment	contextual_support	PMID:7673365; https://pubmed.ncbi.nlm.nih.gov/7673365/; DOI:10.1242/jcs.108.6.2511	Homo sapiens integrin expression; hamster CHO model; mouse nidogen comparator	contextual_or_unresolved	true	medium	B019 M23A-Q0912; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1242/jcs.108.6.2511; PMID:7673365	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The evidence supports beta1 only as part of the alpha3beta1 complex; it does not establish a standalone NID1-beta1 binary interface or a defined cytosolic relay.	retain_for_adjudication
23B	M23B-E000802	M23B-EVID-001092	primary_research_paper	primary_experiment	contextual_support	PMID:33643791; https://pubmed.ncbi.nlm.nih.gov/33643791/; PMCID:PMC7887579; https://pmc.ncbi.nlm.nih.gov/articles/PMC7887579/; DOI:10.1002/advs.202002500	Mus musculus; human cell comparator	contextual_or_unresolved	true	medium	B019 M23A-Q0913; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1002/advs.202002500; PMCID:PMC7887579; PMID:33643791	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The evidence supports beta3 only within the alphaVbeta3 complex and does not establish a standalone NID1-beta3 molecular interface; downstream signaling components were not fully resolved.	retain_for_adjudication
23B	M23B-E000803	M23B-EVID-001093	primary_research_paper	primary_experiment	contextual_support	PMID:33643791; https://pubmed.ncbi.nlm.nih.gov/33643791/; PMCID:PMC7887579; https://pmc.ncbi.nlm.nih.gov/articles/PMC7887579/; DOI:10.1002/advs.202002500	Mus musculus; human cell comparator	contextual_or_unresolved	true	medium	B019 M23A-Q0913; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	DOI:10.1002/advs.202002500; PMCID:PMC7887579; PMID:33643791	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The evidence supports beta3 only within the alphaVbeta3 complex and does not establish a standalone NID1-beta3 molecular interface; downstream signaling components were not fully resolved.	retain_for_adjudication
23B		M23B-EVID-001094	primary_search_boundary	negative_evidence	negative_evidence	PMID:33643791; https://pubmed.ncbi.nlm.nih.gov/33643791/; PMCID:PMC7887579; https://pmc.ncbi.nlm.nih.gov/articles/PMC7887579/; DOI:10.1002/advs.202002500	Mus musculus; human cell comparator	contextual_or_unresolved	false	low-boundary	B019 M23A-Q0913; targeted boundary	E	L0	rule_based_provisional	Reviewed negative/bounded or no-exact-primary evidence; non-promotable by the rubric.	DOI:10.1002/advs.202002500; PMCID:PMC7887579; PMID:33643791	The row is a negative/bounded record and does not establish positive context for the asserted relationship.	No isolated NID1-ITGB3 edge; alphaVbeta3 complex dependence is retained.	boundary_or_nonpromotable
23B	M23B-E000804	M23B-EVID-001095	primary_research_paper	primary_experiment	contextual_support	PMCID:PMC2119998;PMCID:PMC2771087;DOI:10.1016/S0969212611001353	mouse; rat; recombinant protein systems	contextual_or_unresolved	true	medium-high	B019 M23A-Q0914; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC2119998;PMCID:PMC2771087;DOI:10.1016/S0969212611001353	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The interaction is splice-isoform and calcium dependent, and the functional outputs require multicomponent synaptic scaffolds; no isolated intracellular kinase relay or terminal TF was measured.	retain_for_adjudication
23B	M23B-E000805	M23B-EVID-001096	primary_research_paper	primary_experiment	contextual_support	PMCID:PMC2119998;PMCID:PMC2771087;DOI:10.1016/S0969212611001353	mouse; rat; recombinant protein systems	contextual_or_unresolved	true	medium-high	B019 M23A-Q0914; primary citation retained	B	L1	rule_based_provisional	Register identifies a traceable primary source; independent corroboration was not explicitly recorded on this row.	PMCID:PMC2119998;PMCID:PMC2771087;DOI:10.1016/S0969212611001353	A traceable source or species context is present, but no CNS, spinal-cord, or SCI context is established.	The interaction is splice-isoform and calcium dependent, and the functional outputs require multicomponent synaptic scaffolds; no isolated intracellular kinase relay or terminal TF was measured.	retain_for_adjudication
