"extraction_id"	"module"	"b_evidence_id"	"canonical_paper_key"	"source_locator"	"identity_resolution_status"	"unresolved_reason"	"authoritative_source"
"M20B-P2-R-004452-R219B"	"20B"	"M20B-EVID-004452-P2-RELAY"	"PMID:26195630; PMCID:PMC4645619; DOI:10.1074/jbc.M115.642991; PMID:19489072; DOI:10.1002/hep.22911"	"PMID:26195630; PMCID:PMC4645619; DOI:10.1074/jbc.M115.642991; PMID:19489072; DOI:10.1002/hep.22911; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PCSK9_receptor_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004453"	"20B"	"M20B-EVID-004453"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004453-R219A"	"20B"	"M20B-EVID-004453-P2-DIRECT"	"PMID:28495363; PMCID:PMC5514539; DOI:10.1016/j.bbalip.2017.05.002; PMID:25905719; PMCID:PMC4408062; DOI:10.1371/journal.pone.0125127"	"PMID:28495363; PMCID:PMC5514539; DOI:10.1016/j.bbalip.2017.05.002; PMID:25905719; PMCID:PMC4408062; DOI:10.1371/journal.pone.0125127; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PCSK9_receptor_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004453-R219C"	"20B"	"M20B-EVID-004453-P2-FUNC"	"PMID:28495363; PMCID:PMC5514539; DOI:10.1016/j.bbalip.2017.05.002; PMID:28750079; PMCID:PMC5531514; DOI:10.1371/journal.pone.0180869"	"PMID:28495363; PMCID:PMC5514539; DOI:10.1016/j.bbalip.2017.05.002; PMID:28750079; PMCID:PMC5531514; DOI:10.1371/journal.pone.0180869; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PCSK9_receptor_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004453-R219B"	"20B"	"M20B-EVID-004453-P2-RELAY"	"PMID:28495363; PMCID:PMC5514539; DOI:10.1016/j.bbalip.2017.05.002; PMID:25905719; PMCID:PMC4408062; DOI:10.1371/journal.pone.0125127"	"PMID:28495363; PMCID:PMC5514539; DOI:10.1016/j.bbalip.2017.05.002; PMID:25905719; PMCID:PMC4408062; DOI:10.1371/journal.pone.0125127; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PCSK9_receptor_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004455"	"20B"	"M20B-EVID-004455"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004459"	"20B"	"M20B-EVID-004459"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004472"	"20B"	"M20B-EVID-004472"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004472-R221C"	"20B"	"M20B-EVID-004472-P2-FUNC"	"PMID:33548843; DOI:10.1016/j.thromres.2021.01.008; PMID:34815786; PMCID:PMC8581433; DOI:10.7150/thno.64601"	"PMID:33548843; DOI:10.1016/j.thromres.2021.01.008; PMID:34815786; PMCID:PMC8581433; DOI:10.7150/thno.64601; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PDL2_PD1_PODPN_CLEC1B_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004502"	"20B"	"M20B-EVID-004502"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004506"	"20B"	"M20B-EVID-004506"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004506-R222A"	"20B"	"M20B-EVID-004506-P2-DIRECT"	"PMID:7929268; PMID:8822205"	"PMID:7929268; PMID:8822205; https://pubmed.ncbi.nlm.nih.gov/7929268/; https://pubmed.ncbi.nlm.nih.gov/8822205/; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PGLYRP1_PIGF_PLA2G10_receptor_primary_records.xml; /private/tmp/pigf_affinity_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004510"	"20B"	"M20B-EVID-004510"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004510-R222A"	"20B"	"M20B-EVID-004510-P2-DIRECT"	"PMID:11201160; DOI:10.1248/yakushi.121.23; PMID:11741598; DOI:10.1016/S0014-5793(01)03173-8"	"PMID:11201160; DOI:10.1248/yakushi.121.23; PMID:11741598; DOI:10.1016/S0014-5793(01)03173-8; https://pubmed.ncbi.nlm.nih.gov/11201160/; https://pubmed.ncbi.nlm.nih.gov/11741598/; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PGLYRP1_PIGF_PLA2G10_receptor_primary_records.xml; /private/tmp/pla2g10_pla2r1_old.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004521"	"20B"	"M20B-EVID-004521"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004530"	"20B"	"M20B-EVID-004530"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004530-R223A"	"20B"	"M20B-EVID-004530-P2-DIRECT"	"PMID:21273553; DOI:10.1161/CIRCRESAHA.110.234732; PMID:22613725; PMCID:PMC3391135; DOI:10.1074/jbc.M112.339663"	"PMID:21273553; DOI:10.1161/CIRCRESAHA.110.234732; PMID:22613725; PMCID:PMC3391135; DOI:10.1074/jbc.M112.339663; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PLAU_PLG_PLTP_receptor_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004537"	"20B"	"M20B-EVID-004537"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004538"	"20B"	"M20B-EVID-004538"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004547"	"20B"	"M20B-EVID-004547"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004547-R225A"	"20B"	"M20B-EVID-004547-P2-DIRECT"	"PMID:9261564; DOI:10.1038/cr.1997.8; PMID:9413015; DOI:10.1016/S0143-4179(97)90032-9"	"PMID:9261564; DOI:10.1038/cr.1997.8; PMID:9413015; DOI:10.1016/S0143-4179(97)90032-9; https://doi.org/10.1038/cr.1997.8; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PLG_PLGRKT_PNOC_OPRL1_primary_records.xml; /private/tmp/nociceptin_nop_selected.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004583"	"20B"	"M20B-EVID-004583"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004583-R226B"	"20B"	"M20B-EVID-004583-P2-RELAY"	"PMID:7515493; PMCID:PMC43968; DOI:10.1073/pnas.91.12.5232; PMID:7925280; PMCID:PMC395363; DOI:10.1002/j.1460-2075.1994.tb06756.x; PMID:9516478; DOI:10.1074/jbc.273.13.7709"	"PMID:7515493; PMCID:PMC43968; DOI:10.1073/pnas.91.12.5232; PMID:7925280; PMCID:PMC395363; DOI:10.1002/j.1460-2075.1994.tb06756.x; PMID:9516478; DOI:10.1074/jbc.273.13.7709; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PRL_PRLHR_PROC_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004584"	"20B"	"M20B-EVID-004584"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004584-R226A"	"20B"	"M20B-EVID-004584-P2-DIRECT"	"PMID:11030716; PMCID:PMC1572376; DOI:10.1038/sj.bjp.0703617; PMID:9607765; DOI:10.1038/30515"	"PMID:11030716; PMCID:PMC1572376; DOI:10.1038/sj.bjp.0703617; PMID:9607765; DOI:10.1038/30515; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PRL_PRLHR_PROC_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004584-R226C"	"20B"	"M20B-EVID-004584-P2-FUNC"	"PMID:14742914; DOI:10.1038/sj.ijo.0802144; PMID:16299503; DOI:10.1111/j.1471-4159.2005.06513.x"	"PMID:14742914; DOI:10.1038/sj.ijo.0802144; PMID:16299503; DOI:10.1111/j.1471-4159.2005.06513.x; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PRL_PRLHR_PROC_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004588"	"20B"	"M20B-EVID-004588"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004588-R226B"	"20B"	"M20B-EVID-004588-P2-RELAY"	"PMID:12052963; DOI:10.1126/science.1071699; PMID:12586611; DOI:10.1182/blood-2002-12-3680"	"PMID:12052963; DOI:10.1126/science.1071699; PMID:12586611; DOI:10.1182/blood-2002-12-3680; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PRL_PRLHR_PROC_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004591"	"20B"	"M20B-EVID-004591"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004591-R227A"	"20B"	"M20B-EVID-004591-P2-DIRECT"	"PMID:11886876; DOI:10.1074/jbc.M202139200; PMID:12427552; DOI:10.1016/S0167-4781(02)00546-8; PMID:15772293; DOI:10.1124/mol.105.011619"	"PMID:11886876; DOI:10.1074/jbc.M202139200; PMID:12427552; DOI:10.1016/S0167-4781(02)00546-8; PMID:15772293; DOI:10.1124/mol.105.011619; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PROK1_PROK2_PROKR1_PROKR2_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004591-R227B"	"20B"	"M20B-EVID-004591-P2-RELAY"	"PMID:15772293; DOI:10.1124/mol.105.011619; PMID:19801577; PMCID:PMC2816169; DOI:10.1093/molehr/gap084"	"PMID:15772293; DOI:10.1124/mol.105.011619; PMID:19801577; PMCID:PMC2816169; DOI:10.1093/molehr/gap084; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PROK1_PROK2_PROKR1_PROKR2_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004592"	"20B"	"M20B-EVID-004592"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004592-R227A"	"20B"	"M20B-EVID-004592-P2-DIRECT"	"PMID:11886876; DOI:10.1074/jbc.M202139200; PMID:12427552; DOI:10.1016/S0167-4781(02)00546-8; PMID:15772293; DOI:10.1124/mol.105.011619"	"PMID:11886876; DOI:10.1074/jbc.M202139200; PMID:12427552; DOI:10.1016/S0167-4781(02)00546-8; PMID:15772293; DOI:10.1124/mol.105.011619; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PROK1_PROK2_PROKR1_PROKR2_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004593"	"20B"	"M20B-EVID-004593"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004593-R227A"	"20B"	"M20B-EVID-004593-P2-DIRECT"	"PMID:11886876; DOI:10.1074/jbc.M202139200; PMID:12427552; DOI:10.1016/S0167-4781(02)00546-8; PMID:15772293; DOI:10.1124/mol.105.011619"	"PMID:11886876; DOI:10.1074/jbc.M202139200; PMID:12427552; DOI:10.1016/S0167-4781(02)00546-8; PMID:15772293; DOI:10.1124/mol.105.011619; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PROK1_PROK2_PROKR1_PROKR2_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004594"	"20B"	"M20B-EVID-004594"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004594-R227A"	"20B"	"M20B-EVID-004594-P2-DIRECT"	"PMID:11886876; DOI:10.1074/jbc.M202139200; PMID:12427552; DOI:10.1016/S0167-4781(02)00546-8; PMID:15772293; DOI:10.1124/mol.105.011619"	"PMID:11886876; DOI:10.1074/jbc.M202139200; PMID:12427552; DOI:10.1016/S0167-4781(02)00546-8; PMID:15772293; DOI:10.1124/mol.105.011619; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PROK1_PROK2_PROKR1_PROKR2_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"M20B-P2-R-004594-R227B"	"20B"	"M20B-EVID-004594-P2-RELAY"	"PMID:15772293; DOI:10.1124/mol.105.011619; PMID:27103928; PMCID:PMC4832818"	"PMID:15772293; DOI:10.1124/mol.105.011619; PMID:27103928; PMCID:PMC4832818; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PROK1_PROK2_PROKR1_PROKR2_primary_records.xml"	"unresolved_ambiguous_multiple_canonical_pmids"	"canonical_paper_key contains multiple PMIDs and no exact paper-level disambiguator was established"	""
"P2FALLBACK-20B-M20B-EVID-004595"	"20B"	"M20B-EVID-004595"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004596"	"20B"	"M20B-EVID-004596"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004597"	"20B"	"M20B-EVID-004597"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"M20B-P2-R-004597-R228A"	"20B"	"M20B-EVID-004597-P2-DIRECT"	"PMCID:PMC9065593; DOI:10.1016/j.bbrep.2022.101263"	"PMCID:PMC9065593; DOI:10.1016/j.bbrep.2022.101263; data/raw/evidence/module20_24_supervised_cli_phase2/PMC9065593_PROS1_TYRO3_primary.xml"	"unresolved_no_authoritative_resolution"	"no exact metadata-ledger, source-locator, or content-level local-artifact resolution"	""
"P2FALLBACK-20B-M20B-EVID-004605"	"20B"	"M20B-EVID-004605"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004605-P2-DIRECT"	"20B"	"M20B-EVID-004605-P2-DIRECT"	""	"PMID:23690594; PMCID:PMC3677493; DOI:10.1073/pnas.1219004110; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004605-P2-DIRECT-FT"	"20B"	"M20B-EVID-004605-P2-DIRECT-FT"	""	"PMID:23690594; PMCID:PMC3677493; DOI:10.1073/pnas.1219004110; https://pmc.ncbi.nlm.nih.gov/articles/PMC3677493/"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004605-P2-FUNC"	"20B"	"M20B-EVID-004605-P2-FUNC"	""	"PMID:38114054; PMCID:PMC10922973; DOI:10.1016/j.expneurol.2023.114656; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004605-P2-RELAY"	"20B"	"M20B-EVID-004605-P2-RELAY"	""	"PMID:23690594; PMCID:PMC3677493; DOI:10.1073/pnas.1219004110; PMID:24371137; PMCID:PMC3931029; DOI:10.1074/jbc.M113.510883; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004605-P2-RELAY-FT"	"20B"	"M20B-EVID-004605-P2-RELAY-FT"	""	"PMID:23690594; PMCID:PMC3677493; DOI:10.1073/pnas.1219004110; https://pmc.ncbi.nlm.nih.gov/articles/PMC3677493/; PMID:24371137; PMCID:PMC3931029; DOI:10.1074/jbc.M113.510883; https://pmc.ncbi.nlm.nih.gov/articles/PMC3931029/"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004606"	"20B"	"M20B-EVID-004606"	""	"work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004606-P2-DIRECT"	"20B"	"M20B-EVID-004606-P2-DIRECT"	""	"PMID:23690594; PMCID:PMC3677493; DOI:10.1073/pnas.1219004110; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004606-P2-DIRECT-FT"	"20B"	"M20B-EVID-004606-P2-DIRECT-FT"	""	"PMID:23690594; PMCID:PMC3677493; DOI:10.1073/pnas.1219004110; https://pmc.ncbi.nlm.nih.gov/articles/PMC3677493/; PMID:33203955; PMCID:PMC7673139; DOI:10.1038/s41598-020-76384-9; https://pmc.ncbi.nlm.nih.gov/articles/PMC7673139/"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
"P2FALLBACK-20B-M20B-EVID-004606-P2-FUNC"	"20B"	"M20B-EVID-004606-P2-FUNC"	""	"PMID:28795439; PMCID:PMC5724489; DOI:10.1002/glia.23198; PMID:23690594; DOI:10.1073/pnas.1219004110; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_PMC5724489_fulltext.xml; data/raw/evidence/module20_24_supervised_cli_phase2/retry_A20B_PSAP_GPR37_selected_records.xml"	"unresolved_missing_canonical_identity"	"no explicit canonical PMID, PMCID, DOI, or stable paper URL"	""
