b_edge_id	source_entity	target_entity	relation_type	confidence_tier	evidence_layer	edge_status	exportable	register_pathway_name	pathway_family	family_label	assignment_status	assignment_basis	pathway_claim_boundary
M20B-E003618	Gm11127	Cd8b1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003619	Gm13305	Cd40	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003620	Gm13306	Ackr2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003621	Gm13306	Adra2a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003622	Gm13306	Ccr10	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003623	Gm13306	Ccr2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003624	Gm13306	Ccr3	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003625	Gm13306	Grm7	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003626	Gm13306	Mtnr1a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003627	Gm2002	Cd40	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003628	Gm2023	Ackr2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003629	Gm2023	Ackr4	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003630	Gm2023	Adra2a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003631	Gm2023	Ccr10	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003632	Gm2023	Ccr7	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003633	Gm2023	Ccrl2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003634	Gm2023	Cxcr3	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003635	Gm2023	Grm7	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003636	Gm2023	Mtnr1a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003637	Gm2506	Ackr2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003638	Gm2506	Adra2a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003639	Gm2506	Ccr10	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003640	Gm2506	Ccr2	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003641	Gm2506	Ccr3	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003642	Gm2506	Grm7	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003643	Gm2506	Mtnr1a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003644	Gm3934	Egfr	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003645	Gm3934	Traf2	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003646	Gm7030	Cd8a	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003647	Gm7030	Cd8b1	engages	low	boundary	no_evidence	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003648	Gnai2	Adcy1	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003649	Gnai2	Adcy7	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003650	Gnai2	Adcy8	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003651	Gnai2	Adcy9	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003652	Gnai2	Adora1	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003653	Gnai2	Adra2a	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
M20B-E003654	Gnai2	Adra2b	engages	low	boundary	non_ligand_receptor	false	module20a_frozen_ligand_receptor	pathway_not_established	Pathway not established	not_established	boundary or non-direct layer; no pathway-family assignment made	Family grouping only; downstream pathway, relay, TF/program, and SCI context remain unasserted.
