species	tf_symbol	target_symbol	external_record_keys	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	shared_paper_status	cross_module_status	cell_type_context	stimulus_context	limitations	notes
human	HMGB2	GFI1B	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002985	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	19965638		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19965638; direct_evidence_pmids=19965638; source_lead_pmids=19965638.
human	HNRNPD	KLF2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003068	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=15835916.
human	HOXA11	HOXA10	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003096	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	17688409		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=17688409; direct_evidence_pmids=17688409; source_lead_pmids=17688409.
mouse	Hoxb1	Epha2	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002008	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	9733765		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=9733765; direct_evidence_pmids=9733765; source_lead_pmids=9733765.
human	HOXB13	TCF4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003117	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	15928669		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=15928669; direct_evidence_pmids=15928669; source_lead_pmids=15928669.
human	HOXC11	LCT	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003130	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=9582375.
human	HOXD13	FHL1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003139	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	18758158		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18758158; direct_evidence_pmids=18758158; source_lead_pmids=18758158.
human	HTATIP2	SPP1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003194	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18537194;19349353.
human	KLF16	CDKN1A	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003670	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=16172401.
human	KLF7	SLC13A4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003766	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	23485456		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23485456; direct_evidence_pmids=23485456; source_lead_pmids=23485456.
human	MAFF	OXTR	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003866	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=10527846.
human	MTA2	FSHR	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004072	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	23086931		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23086931; direct_evidence_pmids=23086931; source_lead_pmids=23086931.
human	NFE2L1	CDK11B	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004428	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=12115485.
human	NFIX	CDKN1A	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004496	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=17130157.
human	NR2E3	ESR1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005113	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	22174013		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22174013; direct_evidence_pmids=22174013; source_lead_pmids=22174013.
human	NR4A3	PPARG	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005205	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	18855877		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18855877; direct_evidence_pmids=18855877; source_lead_pmids=18855877.
human	ONECUT2	SYTL4	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005280	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=16831872.
human	PIAS4	VDR	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005472	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	22564762		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22564762; direct_evidence_pmids=22564762; source_lead_pmids=22564762.
mouse	Pou3f4	Epha4	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004313	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	22243746		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22243746; direct_evidence_pmids=22243746; source_lead_pmids=22243746.
human	RUNX1T1	IL3	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006514	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=15735013.
human	SATB2	UPF3B	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006618	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	23925499		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=23925499; direct_evidence_pmids=23925499; source_lead_pmids=23925499.
mouse	Setbp1	Hoxa10	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:005027	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	22566606		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22566606; direct_evidence_pmids=22566606; source_lead_pmids=22566606.
human	SIM2	BCL2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006652	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=21729534.
human	SLA2	CD69	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:006717	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=11696592.
human	SPEN	DMPK	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007645	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=21637295.
human	TEF	DBP	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008317	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	8617210		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=8617210; direct_evidence_pmids=8617210; source_lead_pmids=8617210.
human	TLE3	RUNX1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008455	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	19403666		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19403666; direct_evidence_pmids=19403666; source_lead_pmids=19403666.
human	TRRAP	MITF	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008729	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	negative	15581068		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=15581068; direct_evidence_pmids=15581068; source_lead_pmids=15581068.
human	TTF2	TPO	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008739	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=8602863.
human	ZBTB2	ARF1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009281	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			not_assessed	none_claimed	not verified	not verified	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=19380588.
mouse	Zic3	Nanog	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:007054	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	20872845	23421367	not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=20872845;23421367; direct_evidence_pmids=20872845;23421367; source_lead_pmids=20872845;23421367.
human	ARNTL2	SERPINE1	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000222	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	22198637		not_assessed	none_claimed	as reported in abstract	as reported in abstract	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=22198637; direct_evidence_pmids=22198637; source_lead_pmids=22198637.
