outcome_id	queue_key	regulator_symbol	target_symbol	species_scope	search_query	source_citations	evidence_type	outcome_summary	disposition	search_status
search_outcome_300	znf134|acvr1c|human	ZNF134	ACVR1C	human	ZNF134 ACVR1C exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF134_TARGET_GENES	binding_dataset_only	The human ZNF134 target-set record contains ACVR1C, but no primary exact ZNF134 occupancy plus perturbation evidence for ACVR1C was located.	retain_database_target_profile_without_promotion	completed
search_outcome_301	znf134|amfr|human	ZNF134	AMFR	human	ZNF134 AMFR exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF134_TARGET_GENES	binding_dataset_only	The human ZNF134 target-set record contains AMFR, but no primary exact ZNF134 occupancy plus perturbation evidence for AMFR was located.	retain_database_target_profile_without_promotion	completed
search_outcome_302	znf134|aplp1|human	ZNF134	APLP1	human	ZNF134 APLP1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF134_TARGET_GENES	binding_dataset_only	The human ZNF134 target-set record contains APLP1, but no primary exact ZNF134 occupancy plus perturbation evidence for APLP1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_303	znf140|ada|human	ZNF140	ADA	human	ZNF140 ADA exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF140_TARGET_GENES.html	binding_dataset_only	The human ZNF140 target-set record contains ADA, but no primary exact ZNF140 occupancy plus perturbation evidence for ADA was located.	retain_database_target_profile_without_promotion	completed
search_outcome_304	znf140|anxa2|human	ZNF140	ANXA2	human	ZNF140 ANXA2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF140_TARGET_GENES.html	binding_dataset_only	The human ZNF140 target-set record contains ANXA2, but no primary exact ZNF140 occupancy plus perturbation evidence for ANXA2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_305	znf140|aplp1|human	ZNF140	APLP1	human	ZNF140 APLP1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF140_TARGET_GENES.html	binding_dataset_only	The human ZNF140 target-set record contains APLP1, but no primary exact ZNF140 occupancy plus perturbation evidence for APLP1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_306	znf146|adam22|human	ZNF146	ADAM22	human	ZNF146 ADAM22 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF146_TARGET_GENES.html	binding_dataset_only	The human ZNF146 target-set record contains ADAM22, but no primary exact ZNF146 occupancy plus perturbation evidence for ADAM22 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_307	znf146|adgrb3|human	ZNF146	ADGRB3	human	ZNF146 ADGRB3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF146_TARGET_GENES.html	binding_dataset_only	The human ZNF146 target-set record contains ADGRB3, but no primary exact ZNF146 occupancy plus perturbation evidence for ADGRB3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_308	znf146|adgrl1|human	ZNF146	ADGRL1	human	ZNF146 ADGRL1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF146_TARGET_GENES.html	binding_dataset_only	The human ZNF146 target-set record contains ADGRL1, but no primary exact ZNF146 occupancy plus perturbation evidence for ADGRL1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_309	znf146|adipor1|human	ZNF146	ADIPOR1	human	ZNF146 ADIPOR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF146_TARGET_GENES.html	binding_dataset_only	The human ZNF146 target-set record contains ADIPOR1, but no primary exact ZNF146 occupancy plus perturbation evidence for ADIPOR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_310	znf16|adora2a|human	ZNF16	ADORA2A	human	ZNF16 ADORA2A exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF16_TARGET_GENES.html	binding_dataset_only	The human ZNF16 target-set record contains ADORA2A, but no primary exact ZNF16 occupancy plus perturbation evidence for ADORA2A was located.	retain_database_target_profile_without_promotion	completed
search_outcome_311	znf16|col16a1|human	ZNF16	COL16A1	human	ZNF16 COL16A1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF16_TARGET_GENES.html	binding_dataset_only	The human ZNF16 target-set record contains COL16A1, but no primary exact ZNF16 occupancy plus perturbation evidence for COL16A1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_312	znf16|crhr1|human	ZNF16	CRHR1	human	ZNF16 CRHR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF16_TARGET_GENES.html	binding_dataset_only	The human ZNF16 target-set record contains CRHR1, but no primary exact ZNF16 occupancy plus perturbation evidence for CRHR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_313	znf184|ada|human	ZNF184	ADA	human	ZNF184 ADA exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF184_TARGET_GENES	binding_dataset_only	The human ZNF184 target-set record contains ADA, but no primary exact ZNF184 occupancy plus perturbation evidence for ADA was located.	retain_database_target_profile_without_promotion	completed
search_outcome_314	znf184|adgre5|human	ZNF184	ADGRE5	human	ZNF184 ADGRE5 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF184_TARGET_GENES	binding_dataset_only	The human ZNF184 target-set record contains ADGRE5, but no primary exact ZNF184 occupancy plus perturbation evidence for ADGRE5 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_315	znf184|ado|human	ZNF184	ADO	human	ZNF184 ADO exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF184_TARGET_GENES	binding_dataset_only	The human ZNF184 target-set record contains ADO, but no primary exact ZNF184 occupancy plus perturbation evidence for ADO was located.	retain_database_target_profile_without_promotion	completed
search_outcome_316	znf184|agrn|human	ZNF184	AGRN	human	ZNF184 AGRN exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF184_TARGET_GENES	binding_dataset_only	The human ZNF184 target-set record contains AGRN, but no primary exact ZNF184 occupancy plus perturbation evidence for AGRN was located.	retain_database_target_profile_without_promotion	completed
search_outcome_317	znf197|adam9|human	ZNF197	ADAM9	human	ZNF197 ADAM9 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF197_TARGET_GENES.html	binding_dataset_only	The human ZNF197 target-set record contains ADAM9, but no primary exact ZNF197 occupancy plus perturbation evidence for ADAM9 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_318	znf197|adgrb3|human	ZNF197	ADGRB3	human	ZNF197 ADGRB3 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF197_TARGET_GENES.html	binding_dataset_only	The human ZNF197 target-set record contains ADGRB3, but no primary exact ZNF197 occupancy plus perturbation evidence for ADGRB3 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_319	znf197|alb|human	ZNF197	ALB	human	ZNF197 ALB exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF197_TARGET_GENES.html	binding_dataset_only	The human ZNF197 target-set record contains ALB, but no primary exact ZNF197 occupancy plus perturbation evidence for ALB was located.	retain_database_target_profile_without_promotion	completed
search_outcome_320	znf213|ada|human	ZNF213	ADA	human	ZNF213 ADA exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF213_TARGET_GENES.html	binding_dataset_only	The human ZNF213 target-set record contains ADA, but no primary exact ZNF213 occupancy plus perturbation evidence for ADA was located.	retain_database_target_profile_without_promotion	completed
search_outcome_321	znf213|ado|human	ZNF213	ADO	human	ZNF213 ADO exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF213_TARGET_GENES.html	binding_dataset_only	The human ZNF213 target-set record contains ADO, but no primary exact ZNF213 occupancy plus perturbation evidence for ADO was located.	retain_database_target_profile_without_promotion	completed
search_outcome_322	znf213|app|human	ZNF213	APP	human	ZNF213 APP exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF213_TARGET_GENES.html	binding_dataset_only	The human ZNF213 target-set record contains APP, but no primary exact ZNF213 occupancy plus perturbation evidence for APP was located.	retain_database_target_profile_without_promotion	completed
search_outcome_323	znf213|cxcl16|human	ZNF213	CXCL16	human	ZNF213 CXCL16 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF213_TARGET_GENES.html	binding_dataset_only	The human ZNF213 target-set record contains CXCL16, but no primary exact ZNF213 occupancy plus perturbation evidence for CXCL16 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_324	znf257|acvrl1|human	ZNF257	ACVRL1	human	ZNF257 ACVRL1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF257_TARGET_GENES.html	binding_dataset_only	The human ZNF257 target-set record contains ACVRL1, but no primary exact ZNF257 occupancy plus perturbation evidence for ACVRL1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_325	znf257|cadm1|human	ZNF257	CADM1	human	ZNF257 CADM1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF257_TARGET_GENES.html	binding_dataset_only	The human ZNF257 target-set record contains CADM1, but no primary exact ZNF257 occupancy plus perturbation evidence for CADM1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_326	znf257|ccnd1|human	ZNF257	CCND1	human	ZNF257 CCND1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF257_TARGET_GENES.html	binding_dataset_only	The human ZNF257 target-set record contains CCND1, but no primary exact ZNF257 occupancy plus perturbation evidence for CCND1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_327	znf257|ddr1|human	ZNF257	DDR1	human	ZNF257 DDR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF257_TARGET_GENES.html	binding_dataset_only	The human ZNF257 target-set record contains DDR1, but no primary exact ZNF257 occupancy plus perturbation evidence for DDR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_328	znf260|adam22|human	ZNF260	ADAM22	human	ZNF260 ADAM22 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF260_TARGET_GENES.html	binding_dataset_only	The human ZNF260 target-set record contains ADAM22, but no primary exact ZNF260 occupancy plus perturbation evidence for ADAM22 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_329	znf260|adgre5|human	ZNF260	ADGRE5	human	ZNF260 ADGRE5 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF260_TARGET_GENES.html	binding_dataset_only	The human ZNF260 target-set record contains ADGRE5, but no primary exact ZNF260 occupancy plus perturbation evidence for ADGRE5 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_330	znf260|adipor2|human	ZNF260	ADIPOR2	human	ZNF260 ADIPOR2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF260_TARGET_GENES.html	binding_dataset_only	The human ZNF260 target-set record contains ADIPOR2, but no primary exact ZNF260 occupancy plus perturbation evidence for ADIPOR2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_331	znf260|anxa2|human	ZNF260	ANXA2	human	ZNF260 ANXA2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF260_TARGET_GENES.html	binding_dataset_only	The human ZNF260 target-set record contains ANXA2, but no primary exact ZNF260 occupancy plus perturbation evidence for ANXA2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_332	znf282|acvr1|human	ZNF282	ACVR1	human	ZNF282 ACVR1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF282_TARGET_GENES.html	binding_dataset_only	The human ZNF282 target-set record contains ACVR1, but no primary exact ZNF282 occupancy plus perturbation evidence for ACVR1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_333	znf282|adgrl1|human	ZNF282	ADGRL1	human	ZNF282 ADGRL1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF282_TARGET_GENES.html	binding_dataset_only	The human ZNF282 target-set record contains ADGRL1, but no primary exact ZNF282 occupancy plus perturbation evidence for ADGRL1 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_334	znf282|ado|human	ZNF282	ADO	human	ZNF282 ADO exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF282_TARGET_GENES.html	binding_dataset_only	The human ZNF282 target-set record contains ADO, but no primary exact ZNF282 occupancy plus perturbation evidence for ADO was located.	retain_database_target_profile_without_promotion	completed
search_outcome_335	znf282|amh|human	ZNF282	AMH	human	ZNF282 AMH exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF282_TARGET_GENES.html	binding_dataset_only	The human ZNF282 target-set record contains AMH, but no primary exact ZNF282 occupancy plus perturbation evidence for AMH was located.	retain_database_target_profile_without_promotion	completed
search_outcome_336	znf296|ackr4|mouse	ZNF296	Ackr4	mouse	ZNF296 Ackr4 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZFP296_TARGET_GENES.html	binding_dataset_only	The mouse ZFP296 target-set record contains Ackr4, but no primary exact Znf296 occupancy plus perturbation evidence for Ackr4 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_337	znf296|adm2|mouse	ZNF296	Adm2	mouse	ZNF296 Adm2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZFP296_TARGET_GENES.html	binding_dataset_only	The mouse ZFP296 target-set record contains Adm2, but no primary exact Znf296 occupancy plus perturbation evidence for Adm2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_338	znf296|bmpr2|mouse	ZNF296	Bmpr2	mouse	ZNF296 Bmpr2 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZFP296_TARGET_GENES.html	binding_dataset_only	The mouse ZFP296 target-set record contains Bmpr2, but no primary exact Znf296 occupancy plus perturbation evidence for Bmpr2 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_339	znf296|ephb4|mouse	ZNF296	Ephb4	mouse	ZNF296 Ephb4 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/ZFP296_TARGET_GENES.html	binding_dataset_only	The mouse ZFP296 target-set record contains Ephb4, but no primary exact Znf296 occupancy plus perturbation evidence for Ephb4 was located.	retain_database_target_profile_without_promotion	completed
search_outcome_340	znf2|ccn1|human	ZNF2	CCN1	human	ZNF2 CCN1 exact target search	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF2_TARGET_GENES.html	binding_dataset_only	The human ZNF2 target-set record contains CCN1, but no primary exact ZNF2 occupancy plus perturbation evidence for CCN1 was located.	retain_database_target_profile_without_promotion	completed
