priority_rank	priority_score	priority_tier	search_lane	active_search_eligible	queue_state	queue_key	regulator_symbol	target_symbol	species_scope	target_graph_modules	provenance_row_count	source_registries	source_record_ids	review_ids	exact_pair_statuses	primary_and_corroborating_citations	dispositions	review_status	evidence_confidence_tier	evidence_tier_basis	search_outcome_status	next_action
1870	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mphosph8|herc6|human	MPHOSPH8	HERC6	human		1	TFLink	tflink:human:001570:9042aad59e5f	public_tf_evidence_batch034_pair_15_3	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1871	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mphosph8|rps27l|human	MPHOSPH8	RPS27L	human		1	TFLink	tflink:human:001570:9042aad59e5f	public_tf_evidence_batch034_pair_15_4	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1872	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mpnd|ccdc107|mouse	Mpnd	Ccdc107	mouse		1	TFLink	tflink:mouse:001138:9137582adf42	public_tf_evidence_batch034_pair_10_1	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1873	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mpnd|gm10715|mouse	Mpnd	Gm10715	mouse		1	TFLink	tflink:mouse:001138:9137582adf42	public_tf_evidence_batch034_pair_10_2	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1874	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mpnd|gm10717|mouse	Mpnd	Gm10717	mouse		1	TFLink	tflink:mouse:001138:9137582adf42	public_tf_evidence_batch034_pair_10_3	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1875	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mpnd|gm10719|mouse	Mpnd	Gm10719	mouse		1	TFLink	tflink:mouse:001138:9137582adf42	public_tf_evidence_batch034_pair_10_4	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1876	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mrpl36|bard1|human	MRPL36	BARD1	human		1	TFLink	tflink:human:000452:9f40e02e1eda	public_tf_evidence_batch035_pair_07_1	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1877	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mrpl36|mlh1|human	MRPL36	MLH1	human		1	TFLink	tflink:human:000452:9f40e02e1eda	public_tf_evidence_batch035_pair_07_2	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1878	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mrtfa/mkl1/mrtfa|col1a1|human	MRTFA/MKL1/Mrtfa	COL1A1	human	20B;23B	1	TFLink	tflink:human:000390:d24af698c9b8	public_tf_evidence_batch032_pair_20_1	functional_noncanonical_coactivator_candidate_not_tf	https://pubmed.ncbi.nlm.nih.gov/29807221/;https://pmc.ncbi.nlm.nih.gov/articles/PMC6692381/	retain_noncanonical_coactivator_candidate_pending_SCI_context	reviewed	A_independent_literature_corroborated	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1879	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mrtfa/mkl1/mrtfa|id3|mouse	MRTFA/MKL1/Mrtfa	Id3	mouse	22B	1	TFLink	tflink:mouse:000400:afb51ff6e34b	public_tf_evidence_batch032_pair_21_2	functional_noncanonical_coactivator_candidate_not_tf	https://pmc.ncbi.nlm.nih.gov/articles/PMC3258938/;https://www.ncbi.nlm.nih.gov/gene/15902	retain_noncanonical_coactivator_candidate_pending_SCI_context	reviewed	A_independent_literature_corroborated	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1880	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mrtfa/mkl1/mrtfa|mmp9|human	MRTFA/MKL1/Mrtfa	MMP9	human		1	TFLink	tflink:human:000390:d24af698c9b8	public_tf_evidence_batch032_pair_20_3	functional_noncanonical_coactivator_candidate_not_tf	https://pmc.ncbi.nlm.nih.gov/articles/PMC8024553/;https://pubmed.ncbi.nlm.nih.gov/33722605/	retain_noncanonical_coactivator_candidate_pending_SCI_context	reviewed	A_independent_literature_corroborated	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1881	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mrtfa/mkl1/mrtfa|myl9|human	MRTFA/MKL1/Mrtfa	MYL9	human	20B;23B	1	TFLink	tflink:human:000390:d24af698c9b8	public_tf_evidence_batch032_pair_20_2	functional_noncanonical_coactivator_candidate_not_tf	https://pubmed.ncbi.nlm.nih.gov/24084383/;https://pmc.ncbi.nlm.nih.gov/articles/PMC5880600/	retain_noncanonical_coactivator_candidate_pending_SCI_context	reviewed	A_independent_literature_corroborated	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1882	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mrtfa/mkl1/mrtfa|srf|mouse	MRTFA/MKL1/Mrtfa	Srf	mouse		1	TFLink	tflink:mouse:000400:afb51ff6e34b	public_tf_evidence_batch032_pair_21_3	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1883	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mrtfa/mkl1/mrtfa|tagln|mouse	MRTFA/MKL1/Mrtfa	Tagln	mouse		1	TFLink	tflink:mouse:000400:afb51ff6e34b	public_tf_evidence_batch032_pair_21_4	binding_and_cofactor_dependence_near_match_not_promotable	https://www.nature.com/articles/s41598-022-06135-5;https://pmc.ncbi.nlm.nih.gov/articles/PMC3801009/	retain_binding_and_cofactor_dependence_near_match_separately	reviewed	A_independent_literature_corroborated	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1884	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	msgn1|arg1|mouse	MSGN1	Arg1	mouse	22B	1	TFLink	tflink:mouse:001103:16f35a9b6e14	public_tf_evidence_batch010_pair_24_1	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/MSGN1_TARGET_GENES.html	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1885	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	msgn1|dll3|mouse	MSGN1	Dll3	mouse	20B	1	TFLink	tflink:mouse:001103:16f35a9b6e14	public_tf_evidence_batch010_pair_24_2	functional_direct_binding_promotion_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC3622708/;https://reactome.org/content/detail/R-MMU-9824184	promotion_candidate_pending_SCI_target_cell_context	reviewed	A_independent_literature_corroborated	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1886	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	msgn1|flrt3|mouse	MSGN1	Flrt3	mouse	20B;23B;24B	1	TFLink	tflink:mouse:001103:16f35a9b6e14	public_tf_evidence_batch010_pair_24_3	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/MSGN1_TARGET_GENES.html	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1887	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	msgn1|ptprz1|mouse	MSGN1	Ptprz1	mouse	20B;23B	1	TFLink	tflink:mouse:001103:16f35a9b6e14	public_tf_evidence_batch010_pair_24_4	binding_dataset_only_not_promotable	https://www.gsea-msigdb.org/gsea/msigdb/mouse/geneset/MSGN1_TARGET_GENES.html	retain_database_candidate_as_search_lead_only	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1888	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mthfd1|bcl9l|human	MTHFD1	BCL9L	human		1	TFLink	tflink:human:001504:ef2cc1dda239	public_tf_evidence_batch034_pair_03_1	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1889	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mthfd1|clasp2|human	MTHFD1	CLASP2	human		1	TFLink	tflink:human:001504:ef2cc1dda239	public_tf_evidence_batch034_pair_03_2	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1890	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mthfd1|eef1a1|human	MTHFD1	EEF1A1	human		1	TFLink	tflink:human:001504:ef2cc1dda239	public_tf_evidence_batch034_pair_03_3	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1891	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mthfd1|foxk2|human	MTHFD1	FOXK2	human		1	TFLink	tflink:human:001504:ef2cc1dda239	public_tf_evidence_batch034_pair_03_4	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1892	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mtor|acvr1c|human	MTOR	ACVR1C	human	20B	1	TFLink	tflink:human:001037:e9694e7610ba	public_tf_evidence_batch038_pair_05_1	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1893	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mtor|adam22|human	MTOR	ADAM22	human	20B;23B	1	TFLink	tflink:human:001037:e9694e7610ba	public_tf_evidence_batch038_pair_05_2	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1894	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mtor|adam9|human	MTOR	ADAM9	human	20B	1	TFLink	tflink:human:001037:e9694e7610ba	public_tf_evidence_batch038_pair_05_3	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1895	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	mtor|adgrb3|human	MTOR	ADGRB3	human	20B	1	TFLink	tflink:human:001037:e9694e7610ba	public_tf_evidence_batch038_pair_05_4	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1896	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	muc22|ackr2|human	MUC22	ACKR2	human	20B	1	TFLink	tflink:human:001096:5c55c6632d30	public_tf_evidence_batch038_pair_13_1	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
1897	0	Z_already_promoted	promoted_followup_queue	false	already_promoted_followup	muc22|acvr1|human	MUC22	ACVR1	human	20B	1	TFLink	tflink:human:001096:5c55c6632d30	public_tf_evidence_batch038_pair_13_2	database_membership_only_not_promotable	https://tflink.net/download/#interaction-gmt	retain_provenance_traceable_candidate_without_promotion	reviewed	C_tflink_source_table_only	promoted overlay evidence tier	not_yet_logged	Use the dedicated promotion follow-up queue; do not duplicate pair-level searching here.
