module22a_handoff_id	coverage_id	pair_key	pair_label_canonical	pathway_reuse_keys	terminal_tf_entities	module21a_evidence_ids	tf_program_evidence_ids	handoff_status	terminal_tf_status	search_boundary	limitations
M22A-HANDOFF-003208	M21A-PAIR-003208	cxcl12 itgb3	Cxcl12 Itgb3	M21A-REUSE-1492		M21A-PAIR-EVID-2724		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Direct molecular assays used alphaIIbbeta3 or alphavbeta3 complexes rather than isolated ITGB3; platelet relay evidence is CXCR4-dependent and does not imply that ITGB3 is a chemokine GPCR; no terminal TF endpoint was validated.
M22A-HANDOFF-003209	M21A-PAIR-003209	cxcl12 mtnr1a	Cxcl12 Mtnr1a			M21A-PAIR-EVID-2725		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	CXCL12 signaling evidence is centered on CXCR4/CXCR7; co-expression or unrelated melatonin-receptor biology was not transferred to this exact pair.
M22A-HANDOFF-003210	M21A-PAIR-003210	cxcl12 sdc4	Cxcl12 Sdc4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003211	M21A-PAIR-003211	cxcl13 ackr4	Cxcl13 Ackr4			M21A-PAIR-EVID-2726		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Primary ACKR4 work treated CXCL13 as a non-ACKR4 ligand in the tested mouse system; database co-occurrence and family-level chemokine annotations do not establish exact binding.
M22A-HANDOFF-003212	M21A-PAIR-003212	cxcl13 adra2a	Cxcl13 Adra2a			M21A-PAIR-EVID-2727		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	CXCL13 receptor evidence is for CXCR5; adrenergic receptor signaling and chemokine co-expression were not treated as direct interaction evidence.
M22A-HANDOFF-003213	M21A-PAIR-003213	cxcl13 ccr10	Cxcl13 Ccr10			M21A-PAIR-EVID-2728		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	CCR10 is supported by other chemokines rather than CXCL13; the established CXCL13-CXCR5 axis was not transferred to CCR10.
M22A-HANDOFF-003214	M21A-PAIR-003214	cxcl13 grm7	Cxcl13 Grm7			M21A-PAIR-EVID-2729		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Metabotropic glutamate receptor signaling and CXCL13 chemotaxis were separate literatures; no direct ligand-receptor or perturbation bridge was found.
M22A-HANDOFF-003215	M21A-PAIR-003215	cxcl13 mtnr1a	Cxcl13 Mtnr1a			M21A-PAIR-EVID-2730		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Melatonin-receptor studies and CXCL13 expression correlations do not establish direct binding or signaling by this exact pair.
M22A-HANDOFF-003216	M21A-PAIR-003216	cxcl13 oprd1	Cxcl13 Oprd1			M21A-PAIR-EVID-2731		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Opioid receptor pharmacology and CXCL13 chemotaxis were not connected by a direct molecular or perturbational assay.
M22A-HANDOFF-003217	M21A-PAIR-003217	cxcl14 cxcr4	Cxcl14 Cxcr4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003218	M21A-PAIR-003218	cxcl16 adra2a	Cxcl16 Adra2a			M21A-PAIR-EVID-2732		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Primary CXCL16 studies identify CXCR6, not ADRA2A; expression overlap or adrenergic signaling was not used to infer a receptor edge.
M22A-HANDOFF-003219	M21A-PAIR-003219	cxcl16 grm7	Cxcl16 Grm7			M21A-PAIR-EVID-2733		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Glutamate-receptor signaling was not linked to CXCL16 by direct binding, activation, or loss-of-function evidence.
M22A-HANDOFF-003220	M21A-PAIR-003220	cxcl16 mtnr1a	Cxcl16 Mtnr1a			M21A-PAIR-EVID-2734		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Melatonin receptor studies and CXCL16-CXCR6 biology were not connected by an exact pair assay.
M22A-HANDOFF-003221	M21A-PAIR-003221	cxcl17 gpr35	Cxcl17 Gpr35			M21A-PAIR-EVID-2735		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	The initial positive report proposed GPR35/CXCR8, but multiple later gain-of-function, antagonist, knockdown, and BRET studies failed to validate GPR35; CXCL17-dependent IL-17 pathway claims were not treated as proof of direct receptor action.
M22A-HANDOFF-003222	M21A-PAIR-003222	cxcl2 adra2a	Cxcl2 Adra2a			M21A-PAIR-EVID-2736		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Primary CXCL2 studies support CXCR2; adrenergic receptor signaling and neutrophil responses were not merged into a direct edge.
M22A-HANDOFF-003223	M21A-PAIR-003223	cxcl2 grm7	Cxcl2 Grm7			M21A-PAIR-EVID-2737		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	No direct receptor assay, perturbation, or pathway bridge connected CXCL2 to GRM7.
M22A-HANDOFF-003224	M21A-PAIR-003224	cxcl2 mtnr1a	Cxcl2 Mtnr1a			M21A-PAIR-EVID-2738		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Melatonin-receptor and CXCL2-CXCR2 studies were searched separately; no exact molecular or functional bridge was found.
M22A-HANDOFF-003225	M21A-PAIR-003225	cxcl5 adra2a	Cxcl5 Adra2a			M21A-PAIR-EVID-2739		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	The primary CXCL5 pathway study supports CXCR2; no direct adrenergic receptor binding or perturbation evidence was recovered.
M22A-HANDOFF-003226	M21A-PAIR-003226	cxcl5 grm7	Cxcl5 Grm7			M21A-PAIR-EVID-2740		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Glutamate-receptor signaling was not linked to CXCL5 by direct binding, activation, or genetic perturbation.
M22A-HANDOFF-003227	M21A-PAIR-003227	cxcl5 mtnr1a	Cxcl5 Mtnr1a			M21A-PAIR-EVID-2741		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	No exact CXCL5-MTNR1A molecular, relay, or functional perturbation evidence was recovered.
M22A-HANDOFF-003228	M21A-PAIR-003228	cytl1 ccr2	Cytl1 Ccr2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003229	M21A-PAIR-003229	dcn egfr	Dcn Egfr					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003230	M21A-PAIR-003230	dcn erbb4	Dcn Erbb4	M21A-REUSE-1493		M21A-PAIR-EVID-2742		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	The paper establishes ErbB4 activity dependence and a functional Sema3A output, while direct ligand-receptor binding was supported mainly by prior literature rather than an isolated binding assay in this study; no terminal TF assignment is made.
M22A-HANDOFF-003231	M21A-PAIR-003231	dcn met	Dcn Met					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003232	M21A-PAIR-003232	dcn tlr4	Dcn Tlr4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003233	M21A-PAIR-003233	dhh boc	Dhh Boc					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003234	M21A-PAIR-003234	dhh cdon	Dhh Cdon					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003235	M21A-PAIR-003235	dhh hhip	Dhh Hhip					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003236	M21A-PAIR-003236	dhh ptch1_smo	Dhh PTCH1_SMO	M21A-REUSE-1494		M21A-PAIR-EVID-2743		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	The receptor-complex evidence is strongest for hedgehog-family binding and PTCH1-SMO association; the DHH-specific functional assay used Smoothened inhibition but did not validate a terminal GLI TF for this exact row.
M22A-HANDOFF-003237	M21A-PAIR-003237	dhh ptch2_smo	Dhh PTCH2_SMO	M21A-REUSE-1495		M21A-PAIR-EVID-2744		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	The foundational PTCH2 work measured hedgehog-family binding and PTCH2-SMO association, while the DHH-specific disease model supports PTCH2-dependent function; no exact terminal GLI TF endpoint was assigned.
M22A-HANDOFF-003238	M21A-PAIR-003238	dkk1 kremen1	Dkk1 Kremen1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003239	M21A-PAIR-003239	dkk1 kremen2	Dkk1 Kremen2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003240	M21A-PAIR-003240	dkk1 lrp4	Dkk1 Lrp4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003241	M21A-PAIR-003241	dkk1 lrp5	Dkk1 Lrp5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003242	M21A-PAIR-003242	dkk1 lrp6	Dkk1 Lrp6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003243	M21A-PAIR-003243	dkk2 kremen1	Dkk2 Kremen1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003244	M21A-PAIR-003244	dkk2 kremen2	Dkk2 Kremen2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003245	M21A-PAIR-003245	dkk2 lrp5	Dkk2 Lrp5					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003246	M21A-PAIR-003246	dkk3 kremen1	Dkk3 Kremen1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003247	M21A-PAIR-003247	dkk4 kremen1	Dkk4 Kremen1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003248	M21A-PAIR-003248	dkk4 kremen2	Dkk4 Kremen2					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003249	M21A-PAIR-003249	dkk4 lrp5	Dkk4 Lrp5			M21A-PAIR-EVID-2745		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	The primary direct binding assays tested LRP6 E1E2, not LRP5; LRP5/6 family statements and DKK4 functional inhibition were not converted into an exact DKK4-LRP5 molecular edge.
M22A-HANDOFF-003250	M21A-PAIR-003250	dkk4 lrp6	Dkk4 Lrp6					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003251	M21A-PAIR-003251	dmp1 phex	Dmp1 Phex			M21A-PAIR-EVID-2746		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Direct assays found no specific DMP1 cleavage or change in PHEX activity and did not establish an intact DMP1-PHEX complex; shared mutant phenotypes and ASARM-model hypotheses remain pathway-level evidence.
M22A-HANDOFF-003252	M21A-PAIR-003252	dnajb11 prtg	Dnajb11 Prtg			M21A-PAIR-EVID-2747		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Co-expression-network or interaction-database associations were not accepted as direct molecular evidence; no extracellular ligand, receptor-proximal relay, or functional bridge was found.
M22A-HANDOFF-003253	M21A-PAIR-003253	draxin dcc	Draxin Dcc					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003254	M21A-PAIR-003254	dsc1 dsg3	Dsc1 Dsg3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003255	M21A-PAIR-003255	dsc1 dsg4	Dsc1 Dsg4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003256	M21A-PAIR-003256	dsc2 dsg3	Dsc2 Dsg3					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003257	M21A-PAIR-003257	dsc2 dsg4	Dsc2 Dsg4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003258	M21A-PAIR-003258	dsc3 dsg3	Dsc3 Dsg3			M21A-PAIR-EVID-2748		no_terminal_tf_assigned	none_found	Primary downstream review batches114_115; exact pair/family boundary search.	Dsg3-Dsc3 is the weakest but measurable pair in the family-wide recombinant assay; the batch retains direct binding only and does not infer an intracellular relay or TF from desmosome adhesion.
M22A-HANDOFF-003259	M21A-PAIR-003259	dsc3 dsg4	Dsc3 Dsg4					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
M22A-HANDOFF-003260	M21A-PAIR-003260	dscam dcc	Dscam Dcc	M21A-REUSE-1496		M21A-PAIR-EVID-2749		no_terminal_tf_assigned	none_found	Primary downstream review batches116_117; exact pair/family boundary search.	The complex is ligand-responsive and can dissociate after Netrin-1; the paper supports receptor-complex coordination rather than a claim that DCC is the ligand for DSCAM; no terminal TF endpoint was assayed.
M22A-HANDOFF-003261	M21A-PAIR-003261	dsg1a dsc3	Dsg1a Dsc3			M21A-PAIR-EVID-2750		no_terminal_tf_assigned	none_found	Primary downstream review batches116_117; exact pair/family boundary search.	Primary studies directly test Dsg1-Dsc3 and family-wide Dsg:Dsc interactions, but do not separately resolve the submitted Dsg1a paralog/ortholog in every assay; no intracellular relay or TF is inferred from adhesion.
M22A-HANDOFF-003262	M21A-PAIR-003262	dsg1b dsc3	Dsg1b Dsc3			M21A-PAIR-EVID-2751		no_terminal_tf_assigned	none_found	Primary downstream review batches116_117; exact pair/family boundary search.	Primary studies directly test Dsg1-Dsc3 and family-wide Dsg:Dsc interactions, but do not separately resolve the submitted Dsg1b paralog/ortholog; no intracellular relay or TF is inferred from adhesion.
M22A-HANDOFF-003263	M21A-PAIR-003263	dsg2 dsc1	Dsg2 Dsc1					queued	not_yet_searched	TF endpoint search deferred until validated Module21A relay assignment.	Do not infer TF activation from ligand-receptor evidence alone.
