evidence_id	pathway_reuse_key	source_locators	species	cell_type_model	assay_or_perturbation	relation_type	evidence_layer	pathway_branch	confidence_tier	evidence_summary	limitations
M21A-PAIR-EVID-3082	M21A-REUSE-1605	https://doi.org/10.1186/s12885-019-5369-y	human	human high-grade glioma cell lines	Amylin-stimulated cAMP accumulation with CGRP antagonist testing in glioma lines	Receptor-complex functional response; direct CALCRL binding was not established	downstream_pathway_function	CALCRL/RAMP1-like Gs–cAMP response, with amylin response inconsistent across glioma lines	low	CALCRL/RAMP1-like Gs–cAMP response, with amylin response inconsistent across glioma lines	The response was low potency and interpreted as more consistent with a CGRP-receptor phenotype in selected lines; RAMP1 context and exact CALCRL engagement were not resolved, so no direct molecular edge is inferred.
M21A-PAIR-EVID-3083		https://pubmed.ncbi.nlm.nih.gov/?term=IAPP+GPR20+amylin;https://reactome.org/content/query?q=IAPP%20GPR20	mammalian	no exact IAPP–GPR20 model recovered	Bounded exact-pair PubMed, PMC, publisher, and pathway-resource searches	No exact IAPP–GPR20 binding, relay, or functional edge established	ligand_receptor_binding_or_activation	Amylin receptor biology uses CALCR-containing complexes, not GPR20	low	Amylin receptor biology uses CALCR-containing complexes, not GPR20	No exact ligand-binding, receptor activation, or perturbation evidence was recovered for IAPP–GPR20.
M21A-PAIR-EVID-3084		https://pubmed.ncbi.nlm.nih.gov/?term=IAPP+GPR84+amylin;https://reactome.org/content/query?q=IAPP%20GPR84	mammalian	no exact IAPP–GPR84 model recovered	Bounded exact-pair PubMed, PMC, publisher, and pathway-resource searches	No exact IAPP–GPR84 binding, relay, or functional edge established	ligand_receptor_binding_or_activation	Amylin receptor biology and GPR84 fatty-acid signaling remain separate contexts	low	Amylin receptor biology and GPR84 fatty-acid signaling remain separate contexts	No exact IAPP–GPR84 receptor-binding or perturbation evidence was recovered; shared metabolic or inflammatory outputs are insufficient for assignment.
M21A-PAIR-EVID-3085		https://pubmed.ncbi.nlm.nih.gov/?term=IAPP+PTH1R+amylin;https://reactome.org/content/query?q=IAPP%20PTH1R	mammalian	no exact IAPP–PTH1R model recovered	Bounded exact-pair PubMed, PMC, publisher, and pathway-resource searches	No exact IAPP–PTH1R binding, relay, or functional edge established	ligand_receptor_binding_or_activation	Amylin and PTH1R signaling are distinct class-B GPCR contexts	low	Amylin and PTH1R signaling are distinct class-B GPCR contexts	No primary IAPP–PTH1R binding or agonist assay was recovered; related peptide-hormone cAMP responses do not establish receptor specificity.
M21A-PAIR-EVID-3086	M21A-REUSE-1606	https://pubmed.ncbi.nlm.nih.gov/10385705/;https://pmc.ncbi.nlm.nih.gov/articles/PMC7088893/	human and rat	recombinant human calcitonin receptor/RAMP1 in COS-7 cells	Radiolabeled amylin competition binding, receptor cotransfection, cAMP accumulation, CREB phosphorylation, IP1, and ERK1/2 assays	Receptor-complex/pathway edge; RAMP1 modifies CALCR to form an amylin receptor	receptor_proximal_relay	CALCR:RAMP1 amylin receptor–Gs/cAMP–CREB with ERK1/2 and IP1 branches	high	CALCR:RAMP1 amylin receptor–Gs/cAMP–CREB with ERK1/2 and IP1 branches	RAMP1 is an accessory subunit and not an autonomous amylin receptor; the edge is retained as a complex-level relay with CALCR required.
M21A-PAIR-EVID-3087	M21A-REUSE-1607	https://pubmed.ncbi.nlm.nih.gov/10385705/;https://pmc.ncbi.nlm.nih.gov/articles/PMC7088893/	human and rat	recombinant CALCR/RAMP2 in COS-7 cells	Amylin concentration-response assays at CALCR/RAMP receptor complexes measuring cAMP, CREB phosphorylation, IP1, and ERK1/2; earlier cotransfection binding assay also included RAMP2	Receptor-complex/pathway edge; RAMP2 modifies CALCR pharmacology but is not an autonomous receptor	receptor_proximal_relay	CALCR:RAMP2 AMY2-like complex–Gs/cAMP–CREB with weaker IP1/ERK signaling	medium	CALCR:RAMP2 AMY2-like complex–Gs/cAMP–CREB with weaker IP1/ERK signaling	An early study found little additional amylin binding with one CALCR isoform plus RAMP2, whereas later pathway profiling detected amylin responses at AMY2-like complexes; the complex identity and weaker phenotype limit confidence.
M21A-PAIR-EVID-3088		https://pubmed.ncbi.nlm.nih.gov/?term=IAPP+TSHR+amylin;https://reactome.org/content/query?q=IAPP%20TSHR	mammalian	no exact IAPP–TSHR model recovered	Bounded exact-pair PubMed, PMC, publisher, and pathway-resource searches	No exact IAPP–TSHR binding, relay, or functional edge established	ligand_receptor_binding_or_activation	Amylin receptor biology and TSHR signaling remain separate contexts	low	Amylin receptor biology and TSHR signaling remain separate contexts	No exact IAPP–TSHR ligand-binding or perturbation evidence was recovered; endocrine co-expression does not establish a receptor edge.
M21A-PAIR-EVID-3089		https://pubmed.ncbi.nlm.nih.gov/?term=IAPP+VIPR1+amylin;https://reactome.org/content/query?q=IAPP%20VIPR1	mammalian	no exact IAPP–VIPR1 model recovered	Bounded exact-pair PubMed, PMC, publisher, and pathway-resource searches	No exact IAPP–VIPR1 binding, relay, or functional edge established	ligand_receptor_binding_or_activation	Amylin receptor biology and VIPR1 signaling remain separate class-B GPCR contexts	low	Amylin receptor biology and VIPR1 signaling remain separate class-B GPCR contexts	No primary IAPP–VIPR1 receptor-binding or perturbation evidence was recovered; shared cAMP signaling is not evidence of direct receptor activation.
M21A-PAIR-EVID-3090	M21A-REUSE-1608	https://pubmed.ncbi.nlm.nih.gov/16429128/	human	endothelial cells and human T lymphocytes	ICAM1 clustering/live-cell imaging of caveolin-rich domains with CAV1 RNAi and transcellular migration assays	Functional/co-localization edge; direct ICAM1–CAV1 binding was not demonstrated	downstream_pathway_function	ICAM1 clustering–caveolae/F-actin transcellular migration	medium	ICAM1 clustering–caveolae/F-actin transcellular migration	ICAM1 translocated to caveolin-rich domains and CAV1 depletion reduced migration, but the study does not establish a direct physical ICAM1–CAV1 interaction or a ligand-initiated receptor relay.
M21A-PAIR-EVID-3091	M21A-REUSE-1609	https://doi.org/10.1186/s12943-024-02150-4;https://pmc.ncbi.nlm.nih.gov/articles/PMC11481280/	human	heterologous HEK293T cells and MDA-MB-231 triple-negative breast cancer cells; orthotopic xenografts	Co-immunoprecipitation, in situ proximity ligation, ICAM1 domain deletion, EGFR phosphorylation, CRISPR ICAM1 loss, EGF stimulation, migration/invasion, and ICAM1 antibody blockade	Direct extracellular adaptor interaction with receptor-proximal EGFR activation and downstream relay	receptor_proximal_relay	ICAM1–EGFR–JAK1–STAT3 signaling with EMT and metastasis outputs	high	ICAM1–EGFR–JAK1–STAT3 signaling with EMT and metastasis outputs	Evidence is from tumor-intrinsic TNBC models and includes direct interaction plus pathway perturbation; generalization to endothelial or immune contexts is unresolved. STAT3 is assigned because its phosphorylation/activation was explicitly measured.
M21A-PAIR-EVID-3092		https://pubmed.ncbi.nlm.nih.gov/?term=ICAM1+IL2RA+CD25+binding;https://reactome.org/content/query?q=ICAM1%20IL2RA	mammalian	no exact ICAM1–IL2RA model recovered	Bounded exact-pair PubMed, PMC, publisher, and pathway-resource searches	No exact ICAM1–IL2RA binding, relay, or functional edge established	ligand_receptor_binding_or_activation	ICAM1 adhesion/costimulation and IL2RA-containing IL-2 receptor signaling remain separate contexts	low	ICAM1 adhesion/costimulation and IL2RA-containing IL-2 receptor signaling remain separate contexts	IL2RA is part of the IL-2 receptor complex, but no primary study linking ICAM1 as its ligand or direct signaling partner was recovered.
M21A-PAIR-EVID-3093		https://pubmed.ncbi.nlm.nih.gov/?term=ICAM1+IL2RG+common+gamma+chain+binding;https://reactome.org/content/query?q=ICAM1%20IL2RG	mammalian	no exact ICAM1–IL2RG model recovered	Bounded exact-pair PubMed, PMC, publisher, and pathway-resource searches	No exact ICAM1–IL2RG binding, relay, or functional edge established	ligand_receptor_binding_or_activation	ICAM1 adhesion/costimulation and common-gamma-chain cytokine signaling remain separate contexts	low	ICAM1 adhesion/costimulation and common-gamma-chain cytokine signaling remain separate contexts	IL2RG is a shared cytokine-receptor subunit and is not an established ICAM1 counter-receptor in the searched primary literature.
M21A-PAIR-EVID-3094	M21A-REUSE-1610	https://pubmed.ncbi.nlm.nih.gov/17389580/	human and mouse	monocytes/macrophages, dendritic-cell models, inflamed human aortic endothelium, and mouse delayed-type hypersensitivity	CD11c-mediated adhesion assays, ICAM1/ICAM2 blocking antibodies, transendothelial capture/transmigration, and anti-CD11c treatment in mice	Direct ICAM1–alphaXbeta2 binding with receptor-proximal adhesion and leukocyte-recruitment function	receptor_proximal_relay	alphaXbeta2 activation–adhesion/transmigration and antigen-presenting-cell recruitment	medium-high	alphaXbeta2 activation–adhesion/transmigration and antigen-presenting-cell recruitment	The paper supports ICAM1 recognition by CD11c/CD18 and in vivo leukocyte-recruitment roles, but it does not resolve all cell-type-specific signaling intermediates or a terminal TF.
M21A-PAIR-EVID-3095		https://pubmed.ncbi.nlm.nih.gov/1683685/;https://doi.org/10.1038/354233a0	human and mouse	Daudi human B-lymphoblastoid cells and human CD43-expressing T-cell hybridoma	Purified immobilized CD43 binding, cell adhesion, and identification of ICAM1 as the Daudi-cell ligand	Direct molecular counter-receptor binding	ligand_receptor_binding_or_activation	ICAM1–CD43 adhesion and T-cell costimulatory context	medium	ICAM1–CD43 adhesion and T-cell costimulatory context	The primary report establishes binding but does not validate a defined receptor-proximal relay for the exact pair; later CD43 functional studies are context-dependent and were not promoted to a direct pathway edge.
M21A-PAIR-EVID-3096	M21A-REUSE-1611	https://pubmed.ncbi.nlm.nih.gov/16857989/;https://doi.org/10.1182/blood-2006-03-013557;https://pmc.ncbi.nlm.nih.gov/articles/PMC2120492/	human and mouse	primary human neutrophils/monocytes, CD11b-transfected cells, THP-1/U937 cells, and Balb/c mice	ICAM2-coated adhesion assays, CD11b phosphorylation-site mutation, activating stimuli, antibody blockade, chemokine-induced migration, and in vivo cell accumulation	Direct ICAM2–Mac-1 binding with receptor-proximal inside-out activation and leukocyte-extravasation function	receptor_proximal_relay	alphaMbeta2 activation–ICAM2 adhesion and chemokine-dependent migration/extravasation	medium-high	alphaMbeta2 activation–ICAM2 adhesion and chemokine-dependent migration/extravasation	Mac-1 activity is activation-state and phosphorylation dependent; the evidence supports the alphaMbeta2 complex, not ITGAM or ITGB2 acting independently.
M21A-PAIR-EVID-3097		https://pubmed.ncbi.nlm.nih.gov/12406883/;https://pubmed.ncbi.nlm.nih.gov/15355350/;https://doi.org/10.1111/j.1432-1033.2004.04313.x	human and mouse	erythroblast/erythroblastic-island models and integrin-transfectant adhesion assays	Recombinant ICAM4-Fc adhesion assays with alpha4beta1-expressing cells and comparative integrin transfectants; site-directed/mutant ICAM4 and blocking studies	Receptor-complex binding edge through beta1-containing integrin, with conflicting alpha4beta1 replication	ligand_receptor_binding_or_activation	ICAM4–beta1 integrin erythroblast adhesion	low	ICAM4–beta1 integrin erythroblast adhesion	An early study reported alpha4beta1-dependent adhesion, whereas a later transfectant study failed to reproduce alpha4beta1 binding and focused on other integrins; the beta1-subunit pair is retained as binding-only with explicit conflict and no relay promotion.
M21A-PAIR-EVID-3098	M21A-REUSE-1612	https://pubmed.ncbi.nlm.nih.gov/16985175/;https://doi.org/10.1182/blood-2006-04-014878	human	human erythrocytes, monocyte/macrophage cells, and integrin-transfectant models	ICAM-4-Fc binding to CD11c/CD18 transfectants, ICAM4 domain deletion/point-mutant mapping, peptide competition, and antibody inhibition of erythrophagocytosis	Receptor-complex edge: ICAM-4 binds beta2-containing alphaL/alphaM/alphaX integrins; the queue names the shared beta2 subunit	receptor_proximal_relay	beta2-integrin adhesion, erythrocyte clearance, and phagocytic-cell contact	high	beta2-integrin adhesion, erythrocyte clearance, and phagocytic-cell contact	The primary study directly characterized CD11c/CD18 and discusses CD11a/CD18 and CD11b/CD18; beta2 is a shared subunit and is not claimed to act alone. No terminal TF was measured.
M21A-PAIR-EVID-3099	M21A-REUSE-1613	https://pubmed.ncbi.nlm.nih.gov/12477717/;https://doi.org/10.1074/jbc.M211282200	human	human red blood cells, activated human platelets, and alphaIIb/beta3-expressing CHO transfectants	ICAM-4-Fc adhesion assays, GRGDSP/dithiothreitol integrin activation, beta3- and complex-specific antibody blockade, Glanzmann thrombasthenia platelets, and ICAM4 domain/peptide mapping	Receptor-complex edge: activated alphaIIb/beta3 is the measured ICAM-4 receptor; the queue names the beta3 subunit	receptor_proximal_relay	alphaIIb/beta3 platelet adhesion and thrombus-related erythrocyte contact	high	alphaIIb/beta3 platelet adhesion and thrombus-related erythrocyte contact	The evidence is for activated alphaIIb/beta3 rather than autonomous ITGB3. The study establishes adhesion and receptor specificity but does not assign a downstream TF.
M21A-PAIR-EVID-3100		https://pubmed.ncbi.nlm.nih.gov/?term=ICAM4+RHAG;https://pmc.ncbi.nlm.nih.gov/articles/PMC4443426/	human	human erythrocyte membrane/Rh-complex studies; no exact pairwise ligand-receptor model recovered	Bounded exact-pair PubMed, PMC, publisher, and Reactome searches; erythrocyte membrane complex-composition and immunoaffinity studies screened	No exact ICAM4-RHAG ligand-receptor or receptor-proximal relay edge established	ligand_receptor_binding_or_activation	Rh/RhAG erythrocyte membrane complex context and erythroid-cell adhesion are comparator biology only	low	Rh/RhAG erythrocyte membrane complex context and erythroid-cell adhesion are comparator biology only	ICAM4 is reported as a component of the broader erythrocyte Rh complex, but the reviewed sources do not resolve a direct ICAM4-RHAG contact or a ligand-receptor activation event; co-complex membership and blocking phenotypes were not promoted.
M21A-PAIR-EVID-3101	M21A-REUSE-1614	https://pubmed.ncbi.nlm.nih.gov/21530327/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3103603/;https://doi.org/10.1016/j.immuni.2011.03.014	human	human receptor-array assays and primary human CD4 T-cell costimulation models	B7-H2/ICOSL-Fc receptor-array binding, human CD28/CTLA-4 transfectant assays, allogeneic and memory-recall T-cell costimulation, Bcl-xL/p27 measurements, and ERK/AKT pathway assays	Direct human B7-H2/ICOSL-CD28 binding with receptor-proximal costimulatory relay	receptor_proximal_relay	B7-H2/CD28 costimulation with ERK-AKT signaling, survival-factor induction, and T-cell activation	high	B7-H2/CD28 costimulation with ERK-AKT signaling, survival-factor induction, and T-cell activation	The interaction is human-specific in the primary study and was not conserved in mouse. CD28 signaling outputs were measured, but no terminal TF activation was assigned.
M21A-PAIR-EVID-3102		https://pubmed.ncbi.nlm.nih.gov/21530327/;https://pmc.ncbi.nlm.nih.gov/articles/PMC3103603/;https://doi.org/10.1016/j.immuni.2011.03.014	human	human receptor-array and recombinant receptor assays	B7-H2/ICOSL-Fc receptor-array binding and validation with human CD28/CTLA-4 transfectants and fusion proteins	Direct human B7-H2/ICOSL-CTLA-4 binding	ligand_receptor_binding_or_activation	B7-H2/CD28-family receptor binding; CTLA-4 functional branch not resolved in the primary study	medium	B7-H2/CD28-family receptor binding; CTLA-4 functional branch not resolved in the primary study	Yao et al. report human B7-H2 binding to CTLA-4, but the interaction was not conserved in mouse and CTLA-4-specific downstream signaling was not separately demonstrated. Do not transfer the CD28 ERK/AKT output to CTLA-4.
