context_id	study_id	injury_model	injury_level	injury_severity	sex	timepoint_value	timepoint_unit	tissue	injury_distance	injury_distance_unit	sample_scope	cell_type	experimental_condition	study_perturbation_status	protein_observation_count	protein_state_observation_count	protein_expression_observation_count	numeric_observation_count	missing_core_fields	missing_secondary_fields	core_context_completeness	secondary_context_completeness	refinement_priority
sci:protein:9d06cfc953fcb06f	FLOW_SCI_360	force-controlled thoracic contusion spinal cord injury	thoracic; injury and peri-injury sites analyzed	moderate contusion; force not retained in the accessible summary	female	3	day	injury_site_and_peri_injury			injury-site spinal cord lysate	injury-site and peri-injury spinal cord tissue	SCI; sham and vehicle comparison	formoterol 0.1 mg/kg daily beginning 1 hour post-injury; vehicle and sham controls	4	0	4	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:9d5dd4f769f8d668	FLOW_SCI_371	in vivo moderate T9 contusive spinal cord injury	T9	moderate contusion	female; 6-8 weeks	72	hour	T9 injury epicenter	0	mm	mixed_cell_population	oligodendrocytes	SCI	CHOP-null versus wild-type mice; untreated SCI UPR localization retained	1	0	1	0			9/9	5/5	complete
sci:protein:9d7e6cf92165cda5	FLOW_SCI_433	in vivo thoracic weight-drop contusion SCI	T12 laminectomy/contusion region	5-g weight dropped 3 cm	not reported in current extraction	3	day	injury-site spinal cord	0	mm; epicenter	injury-site spinal cord sections	surviving white matter and gray matter compartments	WT contusion versus laminectomy sham	C3 deficiency and CR2-Crry complement inhibition; WT sham and vehicle controls retained	1	0	1	0			9/9	5/5	complete
sci:protein:9d8269d105b48c23	FLOW_SCI_135	T10 contusion spinal cord injury using the Louisville Injury System Apparatus	T10	0.5 mm displacement contusion at 1.0 m/s	male and female	5	week	thoracic spinal cord tissue			thoracic spinal-cord tissue homogenate	AAV-KLF7-treated thoracic cord	SCI + AAV-KLF7 or AAV-GFP; sham comparator	AAV-KLF7 overexpression	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:9d90ef579ef9e8b2	FLOW_SCI_350	acute mouse spinal cord injury with intravital two-photon imaging of spinal microvessels; exact impact parameters pending full-text extraction	thoracic spinal cord; exact level pending	not reported in first-pass extraction	not reported in first-pass extraction	4	hour	injury epicenter small vessels	0	mm	whole_tissue	spinal cord membrane or whole-tissue protein fraction	SCI with or without topical NONOate	acute SCI with optional topical diethylamine-NONOate treatment to reduce pathological blood-flow acceleration	1	0	1	0			9/9	5/5	complete
sci:protein:9ddcf7bb62a6241c	FLOW_SCI_522	mouse spinal cord injury with systemic SHP2 inhibitor treatment and SCI controls; exact impact parameters pending extraction	not reported in current extraction	not reported in current extraction	not reported in current extraction	14	day	lesion-centered spinal cord	0	mm	mixed_cell_population	Iba1-positive microglia	SCI, sham, and SCI plus NSC87877 inhibitor arms	SHP2 inhibition with NSC87877 plus in-vitro siRNA and LPS microglial arms	1	0	1	0			9/9	5/5	complete
sci:protein:9ed9a82578e9ee21	FLOW_SCI_321	T9-T10 dorsal hemisection spinal cord injury with NG2-reporter retrovirus labeling	T9-T10	dorsal hemisection	unknown	7	day	lesion and perilesion			cell-resolved lesion/perilesion sections	GFAP-positive and APC-positive progeny	injured	NG2-promoter reporter virus and progenitor-fate tracing; additional BMP4 transplantation experiments	2	0	2	0		sex;injury_distance;injury_distance_unit;sample_count	9/9	1/5	medium
sci:protein:9fce3dd0e1834e0b	FLOW_SCI_250	in vivo traumatic spinal cord injury; exact impact parameters not extracted in this pass	not reported in current pass	not reported in current pass	not reported in current pass	6	hour	injury-centered spinal cord			mouse injury-centered spinal-cord tissue	spinal cord tissue supernatant/lysate	SCI	CCL28 neutralizing antibody and recombinant CCL28 treatment arms; untreated SCI time course retained	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:a00c4af2df83d3d9	FLOW_SCI_182	mid-thoracic contusive spinal cord injury	mid-thoracic	contusion; exact force not captured in first-pass extraction	unknown	0	day	vascular penumbra / spinal cord microvessels			LEA-positive spinal-cord microvessels/endothelial cells	LEA-positive microvessels/endothelial cells	sham_or_uninjured	Notch1 agonist antibody or Jagged1-Fc antagonist administered after SCI; receptor observations include untreated temporal context	1	0	1	0		sex;injury_distance;injury_distance_unit;sample_count	9/9	1/5	medium
sci:protein:a0a3ac75e6f6fbc8	FLOW_SCI_103	moderate T9 contusion using an IH-0400 impactor at 50 kdyn	T9	moderate contusion	female	7	day	1 cm lesion-centered spinal cord homogenate			lesion-centered spinal-cord homogenate	spinal cord lesion tissue homogenate	SCI; sham, SCI, and sappanone A treatment groups	sappanone A treatment and ML385 Nrf2 inhibition	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:a1d01fb61bc24cc5	FLOW_SCI_285	female C57BL/6 mouse spinal cord crush injury	not reported in this pass	crush injury; exact force/geometry pending extraction	female	14	day	injury-centered spinal cord/fibrotic scar			whole_tissue	injury-centered spinal cord/fibrotic scar tissue	SCI plus vehicle, IM7, or AG490 comparison	intrathecal CD44-blocking antibody IM7 versus vehicle/control; AG490 mechanistic comparison	1	1	0	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:a2104f280edddd70	FLOW_SCI_114	in-vivo mouse spinal cord injury model; exact contusion parameters not extracted in this pass	thoracic; exact level pending	experimental SCI	unknown	1	day	injury-site spinal cord tissue			injury-site spinal-cord homogenate	injured spinal cord tissue	SCI versus sham	intramedullary shCebpb/shFcgr1 and VX765 pyroptosis-inhibition arms	1	0	1	0		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:a2277b188fdb7e3e	FLOW_SCI_196	contusive spinal cord injury in C57BL/6 mice	not reported in current extraction	contusion; exact force not captured in this pass	female	7	day	injury center and boundary			microglia/macrophages in injury-center and boundary regions	Iba1-positive microglia/macrophages	sham, SCI wild-type, and SCI Trem2 knockout	Trem2 knockout and Cx3cr1 reporter-line arms	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:a24822edecc1eeda	FLOW_SCI_083	thoracic contusion SCI in adult female TLR4-null and wild-type mice	thoracic; exact level pending full-text extraction	contusion; exact impact parameters pending full-text extraction	female	7	day	injury-region spinal cord tissue			injury-region spinal-cord tissue protein extract	injury-region spinal cord tissue	wild-type or TLR4-null SCI versus uninjured controls	Tlr4-null versus wild-type genotype with uninjured and post-injury controls	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:a25fdcd460c7902b	FLOW_MSCS_ITDB_000006	75 kdyne T9 contusion spinal cord injury	T9	75 kdyne contusion	young female mice	35	dpi	T9 contusion spinal cord; Figure 1 ROI			whole_tissue	unassigned or bulk sample	Vehicle	microglia depletion	1	0	1	1		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:a3236e4581c4f57a	FLOW_SCI_217	spinal cord transection in CMV-BDNF26 transgenic and wild-type mice	not extracted	complete transection; exact level not captured	not extracted	28	day	ventral horn and lesion-associated spinal cord			mixed_cell_population	NeuN-positive neurons	BDNF-overexpression SCT versus WT SCT	constitutive BDNF overexpression transgene versus wild-type SCI	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:a33861d9af3c71e2	FLOW_SCI_211	contusive spinal cord injury; exact contusion parameters require full-text extraction	not extracted	contusion; not extracted	not reported in first-pass source review	7	day	lesion/perilesional spinal cord			lesion/perilesional spinal-cord astrocyte population	GFAP/proNGF double-positive astrocytes	SCI versus sham	untreated SCI time course with complementary astrocyte culture/LPS experiments	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:a34cf924d5afdf68	FLOW_SCI_153	spinal cord crush injury in female wild-type and TREM2-knockout mice	thoracic; exact level pending extraction	crush injury; exact force/geometry pending extraction	female	7	day	lesion core and surrounding spinal cord			lesion-centered spinal cord tissue	injury-site spinal cord protein extract	SCI versus control and TREM2 knockout	TREM2 knockout and COG1410-mediated TREM2 activation	1	0	1	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:a367f1501db238a9	FLOW_SCI_254	moderate mid-thoracic contusion spinal cord injury	T9	moderate contusion	not reported in current pass	14	day	lesion-centered spinal cord			mouse lesion-centered spinal cord	CD11b/CD68-positive microglia and macrophages	SCI	none for the primary time course; cell-marker colocalization and biochemical validation	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:a418480738c3a864	FLOW_SCI_185	moderate contusive spinal cord injury in wild-type and EphB3-null mice; PLP-GFP oligodendrocyte reporter context	thoracic; exact segment not captured in first-pass extraction	moderate contusion; exact impact parameter not captured in first-pass extraction	unknown	0	day	adult spinal cord PLP-GFP-positive oligodendrocytes			PLP-GFP-positive oligodendrocytes in adult spinal cord	PLP-GFP-positive oligodendrocytes	adult naïve spinal cord; no injury	EphB3 knockout and ephrinB3 rescue arms; wild-type sham/SCI receptor time course retained	1	0	1	0		sex;injury_distance;injury_distance_unit;sample_count	9/9	1/5	medium
sci:protein:a44ece30753c0189	FLOW_SCI_362	mouse traumatic spinal cord injury with endothelial-targeted AAV-MCT1 rescue arm	thoracic injury; exact level pending extraction	contusion/compression model; exact force pending extraction	not reported in first-pass extraction	7	day	injury_center_and_margin			lesion-site sagittal spinal-cord sections	CD31-positive endothelial cells	SCI and sham	endothelial-targeted AAV-MCT1 overexpression versus control AAV; sham and injury groups	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:a493816206260789	FLOW_SCI_185	moderate contusive spinal cord injury in wild-type and EphB3-null mice; PLP-GFP oligodendrocyte reporter context	thoracic; exact segment not captured in first-pass extraction	moderate contusion; exact impact parameter not captured in first-pass extraction	unknown	1	day	2 mm spinal cord segment flanking injury epicenter	1	mm	bulk spinal-cord tissue in a 2 mm segment flanking the injury epicenter	2 mm spinal cord segment flanking injury epicenter	WT SCI versus WT sham	EphB3 knockout and ephrinB3 rescue arms; wild-type sham/SCI receptor time course retained	1	0	1	0		sex	9/9	4/5	medium
sci:protein:a4f06bf5faca3576	FLOW_SCI_462	in vivo complete T10 spinal cord transection	T10	complete transection	adult mice; sex not reported in current pass	56	day	lesion area, sensorimotor cortex, and corticospinal axon trajectories			BDA-labeled corticospinal axons near the lesion border	post-traumatic corticospinal axons and sensorimotor cortical neurons	SCI wild-type and NB-3 knockout	NB-3 knockout versus wild-type; rapamycin mechanistic arm	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:a5f2009267b49265	FLOW_MSCS_ITDB_000005	C5 dorsal column lesion	C5			0	day	corresponding uninjured spinal-cord region; Ryk/GFAP co-stained tissue	250	micrometer	mixed_cell_population	unassigned or bulk sample	Sham; Rykfl/fl GFAPcreERT2; C5 dorsal-column lesion study	astrocytic Ryk signaling perturbation	1	0	1	1		injury_severity;sex	9/9	3/5	medium
sci:protein:a61c7c918ca0fc4a	FLOW_SCI_295	compressive spinal cord injury in mice with implantable-fiber photobiomodulation	not reported in first-pass extraction	compressive SCI; exact force not extracted	not reported in first-pass extraction	7	day	injury-centered spinal cord			whole_tissue	injury-centered spinal cord tissue	SCI; sham versus PBM	photobiomodulation, γ-secretase inhibitor DAPT, and NICD1 overexpression in mouse macrophages	1	1	0	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:a83524e0f0162099	FLOW_SCI_041	clip compression SCI at T9/T10; vascular clip applied for 1 minute at 10-15 g	T9/T10	complete hind-limb paralysis immediately after injury; clip force/time as reported	female	4	days	spinal cord surgical site/lesion			CD68-positive activated macrophages/microglia in spinal-cord lesion	CD68-positive activated macrophages/microglia	SCI versus normal control	none	1	0	1	0		injury_distance;injury_distance_unit	9/9	3/5	medium
sci:protein:a85120c82d5eae54	FLOW_SCI_473	T9 thoracic contusion using the Infinite Horizons impactor	T9	60 kdyn contusion	male and female	1	day	6-mm lesion-centered spinal cord segment	0	mm	whole_tissue	perfused lesion-centered spinal cord homogenate	SCI versus sham/naive; 4- and 14-month-old male and female mice	age and sex stratification; contusion versus sham and naive controls	2	0	2	0			9/9	5/5	complete
sci:protein:a8c061eb59a3eb8e	FLOW_SCI_035	thoracic contusion SCI	unknown thoracic level	unknown	unknown	1	day	approximately 4 mm lesion-centered spinal cord segment			whole_tissue	4 mm lesion-centered spinal cord homogenate	SCI	ceruloplasmin knockout versus wild-type mice; acute tissue time-course retained	1	0	1	1		injury_severity;sex;injury_distance;injury_distance_unit	9/9	1/5	medium
sci:protein:a8f67a75639b2717	FLOW_SCI_242	severe T10 crush injury	T10	severe crush; force not reported in accessible excerpt	not reported in accessible excerpt	10	week	T10 injury-centered spinal cord and lamina II dorsal horn			rat injury-centered spinal-cord sections	GFAP-positive reactive astrocytes and NeuN-positive neurons	SCI vehicle versus sham and MAOB/KDS comparison arms	wild-type, MAOB knockout, astrocyte-specific MAOB manipulation; KDS2010 treatment primarily in rat arm	1	0	1	0		injury_distance;injury_distance_unit;sample_count	9/9	2/5	medium
sci:protein:a94863cf636da289	FLOW_SCI_410	acute compression spinal cord injury in adult pNestin-LacZ reporter mice	T12-L3 laminectomy/compression region	mild, moderate, and severe compression; 15-30 g applied for 5 minutes		1	day	central canal ependymal zone and dorsal horn adjacent to lesion			reporter-defined endogenous NPCs in lesion-adjacent dorsal horn	reporter-positive cells migrating into the dorsal horn adjacent to the lesion	moderate compression SCI versus surgical control	injury-severity comparison with surgical controls; no therapeutic perturbation	1	0	1	1		sex;injury_distance;injury_distance_unit	9/9	2/5	medium
sci:protein:a958f3685ee8aaa7	FLOW_SCI_391	T8 dorsal-column transection for expression mapping and moderate T8 contusion for myeloid Plexin-B2 conditional deletion	T8	moderate contusion for the functional conditional-deletion experiments	not reported in first-pass extraction	3	day	5 mm rostral to 5 mm caudal around lesion	0	mm	lesion-centered thoracic spinal-cord sections	injury-activated microglia/macrophages	SCI versus sham; conditional-deletion and control cohorts	myeloid Plexin-B2 conditional deletion versus littermate controls	1	0	1	0			9/9	5/5	complete
