observation_id	study_id	timepoint_id	population_id	protein	gene_symbol	assay	measurement_kind	protein_form	protein_resolution	extraction_status	evidence_grade	evidence_status	post_injury_value	timepoint_unit	tissue_region	injury_distance	injury_distance_unit	condition	perturbation_status	injury_model	injury_severity	injury_level	sex	reported_label	sample_scope	source_location	source_repository_accession	gap_reason
FLOW_SCI_303__OBS303_BCL2_24H	FLOW_SCI_303	FLOW_SCI_303__TP303_24H	FLOW_SCI_303__POP303_TISSUE_CELLS	BCL2	Bcl2	immunohistochemistry	immunoreactivity_densitometry	total BCL2 immunoreactivity	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	1.0	day	perilesional spinal cord tissue			sham, SCI, and TRAIL-neutralized SCI	TRAIL-neutralizing antibody pretreatment versus untreated SCI and sham	traumatic spinal cord injury; exact impact model parameters pending full-text extraction	not fully recovered in this pass	not fully recovered in this pass	not reported in this pass	perilesional spinal cord cells	whole_tissue	PMCID: PMC3055339; Figures 4–5 and Results sections on caspase, JNK, Bax, and Bcl-2		source_extraction_not_final
FLOW_SCI_303__OBS303_CASP8_24H	FLOW_SCI_303	FLOW_SCI_303__TP303_24H	FLOW_SCI_303__POP303_BULK	caspase-8	Casp8	western_blot	western_blot_band_intensity	caspase-8 immunoblot; cleavage state not fully resolved in the summary	bulk_tissue	primary_source_checked_ambiguous	C_bulk_tissue_protein	candidate	1.0	day	perilesional spinal cord tissue			sham, SCI, and TRAIL-neutralized SCI	TRAIL-neutralizing antibody pretreatment versus untreated SCI and sham	traumatic spinal cord injury; exact impact model parameters pending full-text extraction	not fully recovered in this pass	not fully recovered in this pass	not reported in this pass	spinal cord tissue	whole_tissue	PMCID: PMC3055339; Figures 4–5 and Results sections on caspase, JNK, Bax, and Bcl-2		source_extraction_not_final
FLOW_SCI_305__OBS305_AIF_FRACTIONS	FLOW_SCI_305	FLOW_SCI_305__TP305_POSTINJURY	FLOW_SCI_305__POP305_BULK	AIF	Aifm1	western_blot	compartment redistribution	mitochondrial, cytosolic, and nuclear AIF pools	bulk_tissue	primary_source_checked_ambiguous	B_direct_but_incomplete	candidate	-1.0	post-injury; exact day pending	injured mouse spinal cord; total, mitochondrial, cytosolic, and nuclear fractions			sham, SCI, SCI plus zinc gluconate, and SIRT3-inhibition comparisons	zinc gluconate treatment and SIRT3 inhibition arm; injury-versus-sham protein evidence retained	T9–T10 contusion injury using a 12.5-g weight drop from 1.5 cm	moderate contusion; exact impact severity not recovered in this pass	T9–T10	not reported in this pass	injured spinal cord tissue	subcellular_fraction	PMCID: PMC10493669; Figures 1–3 and corresponding Western blot/immunofluorescence Results		source_extraction_not_final
FLOW_SCI_305__OBS305_PARKIN_MITO	FLOW_SCI_305	FLOW_SCI_305__TP305_POSTINJURY	FLOW_SCI_305__POP305_BULK	Parkin	Prkn	western_blot	mitochondrial relative abundance	mitochondrial Parkin pool	bulk_tissue	primary_source_checked_ambiguous	C_bulk_tissue_protein	candidate	-1.0	post-injury; exact day pending	injured mouse spinal cord; total, mitochondrial, cytosolic, and nuclear fractions			sham, SCI, SCI plus zinc gluconate, and SIRT3-inhibition comparisons	zinc gluconate treatment and SIRT3 inhibition arm; injury-versus-sham protein evidence retained	T9–T10 contusion injury using a 12.5-g weight drop from 1.5 cm	moderate contusion; exact impact severity not recovered in this pass	T9–T10	not reported in this pass	injured spinal cord tissue	subcellular_fraction	PMCID: PMC10493669; Figures 1–3 and corresponding Western blot/immunofluorescence Results		source_extraction_not_final
FLOW_SCI_305__OBS305_PARP1	FLOW_SCI_305	FLOW_SCI_305__TP305_POSTINJURY	FLOW_SCI_305__POP305_BULK	PARP1	Parp1	immunofluorescence	relative abundance and localization	total PARP-1; cleavage state not resolved in the available summary	spatial_tissue	primary_source_checked_ambiguous	C_bulk_tissue_protein	candidate	-1.0	post-injury; exact day pending	injured mouse spinal cord; total, mitochondrial, cytosolic, and nuclear fractions			sham, SCI, SCI plus zinc gluconate, and SIRT3-inhibition comparisons	zinc gluconate treatment and SIRT3 inhibition arm; injury-versus-sham protein evidence retained	T9–T10 contusion injury using a 12.5-g weight drop from 1.5 cm	moderate contusion; exact impact severity not recovered in this pass	T9–T10	not reported in this pass	injured spinal cord tissue	spatial_tissue	PMCID: PMC10493669; Figures 1–3 and corresponding Western blot/immunofluorescence Results		source_extraction_not_final
FLOW_SCI_305__OBS305_PINK1	FLOW_SCI_305	FLOW_SCI_305__TP305_POSTINJURY	FLOW_SCI_305__POP305_BULK	PINK1	Pink1	western_blot	relative abundance	total PINK1	bulk_tissue	primary_source_checked_ambiguous	C_bulk_tissue_protein	candidate	-1.0	post-injury; exact day pending	injured mouse spinal cord; total, mitochondrial, cytosolic, and nuclear fractions			sham, SCI, SCI plus zinc gluconate, and SIRT3-inhibition comparisons	zinc gluconate treatment and SIRT3 inhibition arm; injury-versus-sham protein evidence retained	T9–T10 contusion injury using a 12.5-g weight drop from 1.5 cm	moderate contusion; exact impact severity not recovered in this pass	T9–T10	not reported in this pass	injured spinal cord tissue	whole_tissue	PMCID: PMC10493669; Figures 1–3 and corresponding Western blot/immunofluorescence Results		source_extraction_not_final
FLOW_SCI_305__OBS305_SIRT3	FLOW_SCI_305	FLOW_SCI_305__TP305_POSTINJURY	FLOW_SCI_305__POP305_BULK	SIRT3	Sirt3	western_blot	relative abundance	total SIRT3	bulk_tissue	primary_source_checked_ambiguous	C_bulk_tissue_protein	candidate	-1.0	post-injury; exact day pending	injured mouse spinal cord; total, mitochondrial, cytosolic, and nuclear fractions			sham, SCI, SCI plus zinc gluconate, and SIRT3-inhibition comparisons	zinc gluconate treatment and SIRT3 inhibition arm; injury-versus-sham protein evidence retained	T9–T10 contusion injury using a 12.5-g weight drop from 1.5 cm	moderate contusion; exact impact severity not recovered in this pass	T9–T10	not reported in this pass	injured spinal cord tissue	whole_tissue	PMCID: PMC10493669; Figures 1–3 and corresponding Western blot/immunofluorescence Results		source_extraction_not_final
FLOW_SCI_310__O1	FLOW_SCI_310	FLOW_SCI_310__T2H	FLOW_SCI_310__P1	LC3-I/LC3-II	Map1lc3b	western_blot	band_intensity	LC3-I and lipidated LC3-II resolved	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	2.0	hour	injury-centered spinal cord homogenate			SCI	none for the primary time course; untreated contusion and uninjured controls	in vivo moderate contusive spinal cord injury	moderate contusion	thoracic; exact level not extracted in this pass	not reported in current pass	spinal cord homogenate	whole_tissue	PMC6005838; Figures 2-6 and 15; western blot and immunofluorescence time courses		source_extraction_not_final
FLOW_SCI_310__O2	FLOW_SCI_310	FLOW_SCI_310__T7	FLOW_SCI_310__P1	LC3-II	Map1lc3b	western_blot	band_intensity	lipidated LC3-II	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	7.0	day	injury-centered spinal cord homogenate			SCI	none for the primary time course; untreated contusion and uninjured controls	in vivo moderate contusive spinal cord injury	moderate contusion	thoracic; exact level not extracted in this pass	not reported in current pass	spinal cord homogenate	whole_tissue	PMC6005838; Figures 2-6 and 15; western blot and immunofluorescence time courses		source_extraction_not_final
FLOW_SCI_310__O3	FLOW_SCI_310	FLOW_SCI_310__T7	FLOW_SCI_310__P1	SQSTM1/p62	Sqstm1	western_blot	band_intensity	total p62/SQSTM1	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	7.0	day	injury-centered spinal cord homogenate			SCI	none for the primary time course; untreated contusion and uninjured controls	in vivo moderate contusive spinal cord injury	moderate contusion	thoracic; exact level not extracted in this pass	not reported in current pass	spinal cord homogenate	whole_tissue	PMC6005838; Figures 2-6 and 15; western blot and immunofluorescence time courses		source_extraction_not_final
FLOW_SCI_310__O4	FLOW_SCI_310	FLOW_SCI_310__T1	FLOW_SCI_310__P2	LC3	Map1lc3b	immunofluorescence	puncta_or_immunoreactive_signal	unknown	cell_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	1.0	day	injury-centered spinal cord homogenate			SCI	none for the primary time course; untreated contusion and uninjured controls	in vivo moderate contusive spinal cord injury	moderate contusion	thoracic; exact level not extracted in this pass	not reported in current pass	NeuN-positive neurons	spatial_tissue	PMC6005838; Figures 2-6 and 15; western blot and immunofluorescence time courses		source_extraction_not_final
FLOW_SCI_310__O5	FLOW_SCI_310	FLOW_SCI_310__T7	FLOW_SCI_310__P2	LC3	Map1lc3b	immunofluorescence	immunofluorescence_signal_intensity	unknown	cell_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	7.0	day	injury-centered spinal cord homogenate			SCI	none for the primary time course; untreated contusion and uninjured controls	in vivo moderate contusive spinal cord injury	moderate contusion	thoracic; exact level not extracted in this pass	not reported in current pass	NeuN-positive neurons	spatial_tissue	PMC6005838; Figures 2-6 and 15; western blot and immunofluorescence time courses		source_extraction_not_final
FLOW_SCI_310__O6	FLOW_SCI_310	FLOW_SCI_310__T7	FLOW_SCI_310__P3	LC3/Beclin 1	Map1lc3b/Becn1	immunofluorescence	immunofluorescence_signal_intensity	unknown	cell_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	7.0	day	injury-centered spinal cord homogenate			SCI	none for the primary time course; untreated contusion and uninjured controls	in vivo moderate contusive spinal cord injury	moderate contusion	thoracic; exact level not extracted in this pass	not reported in current pass	oligodendrocytes	spatial_tissue	PMC6005838; Figures 2-6 and 15; western blot and immunofluorescence time courses		source_extraction_not_final
FLOW_SCI_310__O7	FLOW_SCI_310	FLOW_SCI_310__T7	FLOW_SCI_310__P4	Beclin 1	Becn1	immunofluorescence	immunofluorescence_signal_intensity	unknown	cell_resolved	primary_source_checked_not_reported	B_direct_but_incomplete	candidate	7.0	day	injury-centered spinal cord homogenate			SCI	none for the primary time course; untreated contusion and uninjured controls	in vivo moderate contusive spinal cord injury	moderate contusion	thoracic; exact level not extracted in this pass	not reported in current pass	reactive astrocytes	spatial_tissue	PMC6005838; Figures 2-6 and 15; western blot and immunofluorescence time courses		source_extraction_not_final
FLOW_SCI_311__O2	FLOW_SCI_311	FLOW_SCI_311__T7	FLOW_SCI_311__P1	phospho-AMPK	Prkaa1/Prkaa2	western_blot	relative_phospho_band_intensity	phosphorylated Thr172	bulk tissue western blot	figure_table_transcribed	C_bulk_tissue_protein	candidate	7.0	day	lesion-centered spinal cord			SCI; sham, Rgs6-silenced, Rgs6-overexpressing, and compound C groups	Rgs6 silencing, Rgs6 overexpression, and compound C AMPK inhibition; SCI controls retained	in vivo T9 contusive spinal cord injury using a weight-drop impactor	contusion; exact severity not reported in current pass	T9	not reported in current pass	lesion-centered spinal cord tissue	lesion-centered spinal-cord tissue	PMC9061016; Figures 1, 3, and 4; spinal-cord western blots at 7 days		phospho_or_active_form_review_scope
FLOW_SCI_311__O3	FLOW_SCI_311	FLOW_SCI_311__T7	FLOW_SCI_311__P1	total AMPK	Prkaa1/Prkaa2	western_blot	not_reported	total AMPK	bulk tissue western blot	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	7.0	day	lesion-centered spinal cord			SCI; sham, Rgs6-silenced, Rgs6-overexpressing, and compound C groups	Rgs6 silencing, Rgs6 overexpression, and compound C AMPK inhibition; SCI controls retained	in vivo T9 contusive spinal cord injury using a weight-drop impactor	contusion; exact severity not reported in current pass	T9	not reported in current pass	lesion-centered spinal cord tissue	lesion-centered spinal-cord tissue	PMC9061016; Figures 1, 3, and 4; spinal-cord western blots at 7 days		source_extraction_not_final
FLOW_SCI_312__O2	FLOW_SCI_312	FLOW_SCI_312__T24H	FLOW_SCI_312__P1	ROCK1	Rock1	western_blot	band_intensity	total and activated kinase signal not resolved	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	24.0	hour	1 cm lesion-centered spinal cord segment			sham, SCI-saline, and SCI-Y27632	local Y27632 ROCK inhibition; sham and saline-treated SCI controls	in vivo T10 contusive spinal cord injury using a LISA impactor	contusion; 0.5 mm displacement and 1.00 m/s reported	T10	not reported in current pass	lesion-centered spinal cord tissue	whole_tissue	PMCID: PMC9150929; in vivo Methods and Results describing Fig. 6; 24-hour lesion-centered western blots		source_extraction_not_final
FLOW_SCI_312__O3	FLOW_SCI_312	FLOW_SCI_312__T24H	FLOW_SCI_312__P1	ROCK2	Rock2	western_blot	band_intensity	total and activated kinase signal not resolved	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	24.0	hour	1 cm lesion-centered spinal cord segment			sham, SCI-saline, and SCI-Y27632	local Y27632 ROCK inhibition; sham and saline-treated SCI controls	in vivo T10 contusive spinal cord injury using a LISA impactor	contusion; 0.5 mm displacement and 1.00 m/s reported	T10	not reported in current pass	lesion-centered spinal cord tissue	whole_tissue	PMCID: PMC9150929; in vivo Methods and Results describing Fig. 6; 24-hour lesion-centered western blots		source_extraction_not_final
FLOW_SCI_312__O5	FLOW_SCI_312	FLOW_SCI_312__T24H	FLOW_SCI_312__P1	cPLA2	Pla2g4a	western_blot	band_intensity	total	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	24.0	hour	1 cm lesion-centered spinal cord segment			sham, SCI-saline, and SCI-Y27632	local Y27632 ROCK inhibition; sham and saline-treated SCI controls	in vivo T10 contusive spinal cord injury using a LISA impactor	contusion; 0.5 mm displacement and 1.00 m/s reported	T10	not reported in current pass	lesion-centered spinal cord tissue	whole_tissue	PMCID: PMC9150929; in vivo Methods and Results describing Fig. 6; 24-hour lesion-centered western blots		source_extraction_not_final
FLOW_SCI_313__O1	FLOW_SCI_313	FLOW_SCI_313__T6H	FLOW_SCI_313__P1	LC3-II	Map1lc3b	western_blot	band_intensity	lipidated LC3-II	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	6.0	hour	injury-surrounding spinal cord			SCI	untreated time course with GFP-LC3 reporter and lysosome/autophagy manipulation arms; untreated SCI evidence retained	in vivo thoracic T10 contusive spinal cord injury	contusion; exact impact parameters not extracted in this pass	T10	not reported in current pass	injury-surrounding spinal cord tissue	whole_tissue	PMC5913300; Figures 1-3 and supplementary western blots; lysosomal fraction and necroptosis measurements		source_extraction_not_final
FLOW_SCI_313__O2	FLOW_SCI_313	FLOW_SCI_313__T1H	FLOW_SCI_313__P1	SQSTM1/p62	Sqstm1	western_blot	band_intensity	total p62/SQSTM1	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	1.0	hour	injury-surrounding spinal cord			SCI	untreated time course with GFP-LC3 reporter and lysosome/autophagy manipulation arms; untreated SCI evidence retained	in vivo thoracic T10 contusive spinal cord injury	contusion; exact impact parameters not extracted in this pass	T10	not reported in current pass	injury-surrounding spinal cord tissue	whole_tissue	PMC5913300; Figures 1-3 and supplementary western blots; lysosomal fraction and necroptosis measurements		source_extraction_not_final
FLOW_SCI_313__O3	FLOW_SCI_313	FLOW_SCI_313__T3D	FLOW_SCI_313__P1	RIPK1	Ripk1	western_blot	band_intensity	total RIPK1	bulk_tissue	primary_source_checked_not_reported	C_bulk_tissue_protein	candidate	3.0	day	injury-surrounding spinal cord			SCI	untreated time course with GFP-LC3 reporter and lysosome/autophagy manipulation arms; untreated SCI evidence retained	in vivo thoracic T10 contusive spinal cord injury	contusion; exact impact parameters not extracted in this pass	T10	not reported in current pass	injury-surrounding spinal cord tissue	whole_tissue	PMC5913300; Figures 1-3 and supplementary western blots; lysosomal fraction and necroptosis measurements		source_extraction_not_final
